Family ID	0.179866	0.756562	2.06357	
OG0000007	2.56719e-228	2.38986e-150	2.08296e-104	
OG0000009	1.27284e-243	4.11258e-153	1.34986e-99	
OG0000010	1.84956e-232	1.8602e-152	1.01227e-104	
OG0000011	3.00532e-182	5.04592e-118	2.18986e-79	
OG0000018	1.0437e-300	8.05524e-203	1.03551e-141	
OG0000026	1.17593e-84	9.37225e-56	1.82393e-40	
OG0000027	4.517e-152	5.07836e-95	2.50619e-62	
OG0000028	2.48741e-102	7.99007e-67	4.94929e-48	
OG0000030	4.25829e-311	4.68996e-202	3.00211e-131	
OG0000031	2.18841e-266	2.51208e-179	1.25755e-123	
OG0000032	0	4.47582e-215	1.17978e-142	
OG0000035	3.06874e-158	3.27191e-106	4.41029e-74	
OG0000036	2.55941e-96	1.23831e-64	3.60697e-47	
OG0000037	3.16506e-94	1.39629e-62	6.71388e-45	
OG0000038	5.06371e-135	9.32171e-94	2.61902e-69	
OG0000039	3.0385e-186	4.44921e-128	1.477e-92	
OG0000045	1.19588e-184	1.19805e-120	5.5749e-81	
OG0000046	7.3879e-83	1.00816e-53	1.90739e-38	
OG0000047	4.01872e-148	1.24771e-102	3.20948e-75	
OG0000048	5.12277e-117	2.17632e-77	7.48529e-55	
OG0000049	5.37594e-278	6.38846e-185	9.05576e-124	
OG0000050	1.02916e-145	4.65396e-94	1.08865e-62	
OG0000051	1.45015e-126	7.37352e-84	1.21254e-58	
OG0000053	2.33896e-107	8.42812e-70	5.00546e-48	
OG0000055	3.0522e-142	9.60451e-96	2.96538e-67	
OG0000056	5.83897e-53	1.18085e-35	8.5737e-28	
OG0000059	5.37278e-132	4.44845e-85	1.36869e-56	
OG0000060	4.67722e-69	2.62539e-45	9.5691e-33	
OG0000061	2.55788e-116	5.39546e-76	6.63109e-52	
OG0000062	3.86428e-287	1.32095e-199	2.35333e-139	
OG0000064	2.27714e-123	2.28287e-84	4.71202e-61	
OG0000066	3.07922e-130	3.28789e-88	6.63663e-63	
OG0000068	2.30911e-161	6.70889e-107	9.43743e-73	
OG0000073	1.30733e-58	3.5238e-40	8.0324e-31	
OG0000077	2.2845e-119	5.69437e-79	3.40824e-55	
OG0000078	7.46648e-264	1.37289e-179	5.04676e-123	
OG0000079	6.68085e-121	3.07272e-79	1.5277e-54	
OG0000082	3.48894e-173	6.14666e-122	4.59999e-89	
OG0000084	3.24006e-122	1.1488e-83	3.90884e-61	
OG0000085	8.87347e-70	2.58802e-47	4.55462e-35	
OG0000088	4.23337e-100	1.74818e-66	5.63259e-47	
OG0000090	5.88158e-89	5.46695e-57	8.48664e-39	
OG0000091	3.66246e-99	4.26488e-68	6.578e-50	
OG0000093	1.57055e-84	2.09437e-57	3.43803e-42	
OG0000095	2.34685e-165	2.22083e-111	2.03063e-77	
OG0000097	1.37564e-44	1.98999e-31	7.58423e-25	
OG0000098	1.65737e-83	1.60995e-56	2.19083e-41	
OG0000099	8.79446e-156	2.39713e-106	6.95792e-75	
OG0000101	1.51026e-86	3.80178e-55	2.11245e-37	
OG0000102	6.98916e-188	7.52185e-128	5.22917e-88	
OG0000105	7.38453e-221	4.81849e-166	6.30804e-130	
OG0000108	1.80341e-94	2.13147e-62	6.36663e-44	
OG0000109	6.20619e-90	3.05437e-57	1.97487e-38	
OG0000110	2.41401e-89	2.04865e-59	6.07133e-42	
OG0000111	8.587e-116	1.79834e-73	1.08611e-48	
OG0000115	2.57186e-97	1.68182e-64	1.614e-45	
OG0000116	6.94543e-73	2.73837e-48	1.11837e-34	
OG0000122	5.24826e-81	1.44075e-55	8.33735e-41	
OG0000124	2.32908e-57	1.23442e-37	2.5033e-27	
OG0000125	1.23413e-47	2.21163e-30	3.79024e-22	
OG0000126	4.49573e-135	4.29043e-92	3.49445e-65	
OG0000129	6.67458e-31	3.83402e-23	3.14695e-20	
OG0000130	7.81151e-130	5.23379e-86	9.31946e-58	
OG0000134	1.12233e-122	4.6136e-84	2.41039e-60	
OG0000136	3.34167e-51	1.30054e-35	1.04197e-27	
OG0000137	4.90778e-67	1.02552e-44	1.61937e-32	
OG0000138	6.21114e-59	2.80836e-40	2.91425e-30	
OG0000139	3.46996e-91	1.03413e-60	7.05001e-43	
OG0000140	2.98474e-72	7.02214e-47	1.47769e-32	
OG0000141	7.51538e-102	2.90441e-66	9.30881e-45	
OG0000145	3.2452e-166	2.9492e-104	2.25791e-66	
OG0000146	3.24743e-50	2.97473e-33	1.00733e-24	
OG0000147	1.10969e-57	1.2839e-40	6.41572e-31	
OG0000153	8.15948e-135	6.76496e-93	1.37929e-66	
OG0000154	5.38961e-47	1.76473e-31	1.52432e-23	
OG0000155	2.91175e-53	6.56175e-36	8.46515e-27	
OG0000156	3.59081e-45	1.80547e-32	8.78352e-26	
