Family ID	0.16795	0.344588	0.502141	0.663472	0.84056	1.04733	1.30822	1.68315	2.44259	
OG0000007	1.37055e-196	5.06882e-157	2.40222e-137	1.92636e-123	3.65151e-112	3.5101e-102	1.22988e-92	1.44574e-82	2.70395e-69	
OG0000009	2.18476e-220	2.72333e-175	7.10852e-153	4.67753e-137	2.98254e-124	6.05224e-113	3.66554e-102	8.10403e-91	6.66976e-76	
OG0000010	1.91832e-203	2.14277e-164	9.18056e-145	8.97701e-131	2.42634e-119	3.75638e-109	2.42471e-99	6.48001e-89	5.59405e-75	
OG0000011	4.42703e-167	8.15928e-135	1.44626e-118	5.6991e-107	1.7361e-97	4.95525e-89	6.75353e-81	2.85464e-72	7.19184e-61	
OG0000018	1.90402e-263	1.9772e-214	1.14502e-189	6.33797e-172	2.45808e-157	3.08315e-144	1.63046e-131	7.95477e-118	3.11717e-99	
OG0000026	4.31801e-81	1.09852e-65	3.57844e-58	5.80107e-53	7.94931e-49	2.96029e-45	7.77993e-42	2.50691e-38	9.00307e-34	
OG0000027	9.04427e-152	3.7434e-122	2.39307e-107	7.7581e-97	2.80027e-88	1.35835e-80	3.28363e-73	2.60514e-65	9.13293e-55	
OG0000028	3.69466e-87	5.33906e-69	2.38422e-60	1.84621e-54	7.43053e-50	6.21599e-46	2.43576e-42	1.04289e-38	5.22138e-34	
OG0000030	2.31133e-315	2.33919e-260	5.88946e-232	3.17206e-211	7.14714e-194	5.29579e-178	2.8533e-162	6.30424e-145	1.68593e-120	
OG0000031	1.474e-250	2.3088e-206	1.41498e-183	5.05138e-167	2.97732e-153	9.40995e-141	1.77533e-128	4.49674e-115	1.55941e-96	
OG0000032	0	1.13255e-270	3.45961e-242	2.20278e-221	5.88005e-204	5.28652e-188	3.64892e-172	1.16807e-154	6.91859e-130	
OG0000035	6.66007e-152	3.11511e-125	1.19198e-111	7.15895e-102	8.38005e-94	1.53429e-86	1.97477e-79	9.51189e-72	2.72915e-61	
OG0000036	2.45272e-87	3.21342e-71	2.41395e-63	7.43857e-58	1.84047e-53	1.26158e-49	6.85559e-46	5.64337e-42	9.32453e-37	
OG0000037	1.91172e-81	6.51607e-66	2.13023e-58	3.23976e-53	4.10642e-49	1.64419e-45	3.89655e-42	1.17961e-38	4.25849e-34	
OG0000038	3.76067e-109	1.67639e-88	3.07932e-78	5.17813e-71	3.47798e-65	4.58834e-60	3.26083e-55	4.0416e-50	2.00419e-43	
OG0000039	5.79856e-160	8.75271e-131	3.23154e-116	7.04057e-106	1.87917e-97	5.97257e-90	1.00307e-82	5.03432e-75	1.3711e-64	
OG0000045	5.39391e-166	4.65962e-134	6.8944e-118	2.58906e-106	7.96952e-97	2.39019e-88	3.56259e-80	1.75578e-71	6.27187e-60	
OG0000046	3.73307e-71	1.27158e-56	1.01373e-49	4.89317e-45	2.16055e-41	2.73436e-38	2.03372e-35	1.41414e-32	4.79985e-29	
OG0000047	6.10375e-126	5.07767e-103	1.56853e-91	2.29332e-83	1.02644e-76	8.28979e-71	3.82331e-65	4.48789e-59	6.16846e-51	
OG0000048	2.28277e-99	1.72272e-79	7.97353e-70	3.82436e-63	7.54463e-58	2.81391e-53	5.01306e-49	1.0936e-44	4.43844e-39	
OG0000049	2.11602e-279	9.32563e-233	1.06985e-208	3.84298e-191	1.90685e-176	5.34678e-163	1.19028e-149	6.71255e-135	5.11625e-114	
OG0000050	1.11573e-136	3.26836e-110	7.21848e-97	2.28123e-87	1.27764e-79	9.88209e-73	4.01322e-66	3.9372e-59	6.78328e-50	
OG0000051	6.28124e-113	3.48106e-91	2.85339e-80	1.58593e-72	3.12009e-66	1.15308e-60	2.31681e-55	8.51122e-50	1.58972e-42	
OG0000053	2.67415e-106	1.52954e-87	3.10481e-78	1.45393e-71	4.3537e-66	3.04814e-61	1.81824e-56	2.01929e-51	1.46175e-44	
OG0000055	4.97901e-122	5.09699e-99	1.35383e-87	1.62076e-79	5.89402e-73	3.85548e-67	1.42345e-61	1.07543e-55	7.34952e-48	
OG0000056	7.32929e-48	4.35595e-39	4.47933e-35	2.04392e-32	2.95136e-30	1.76084e-28	7.92179e-27	3.30312e-25	3.17887e-23	
OG0000059	2.79635e-125	1.11885e-101	6.74332e-90	1.70488e-81	1.201e-74	1.42052e-68	1.0184e-62	1.8275e-56	4.08788e-48	
OG0000060	8.80594e-61	5.87256e-49	2.14786e-43	1.48671e-39	1.39708e-36	4.51165e-34	1.07308e-31	2.60799e-29	2.53347e-26	
OG0000061	2.13584e-108	1.25497e-88	1.0175e-78	1.14715e-71	6.77316e-66	1.04695e-60	1.02713e-55	2.02558e-50	2.88127e-43	
OG0000062	2.74354e-312	1.7458e-268	1.66211e-245	2.22119e-228	6.97404e-214	1.86232e-200	6.12532e-187	1.01916e-171	1.76481e-149	
OG0000064	1.41395e-104	8.76534e-85	6.84635e-75	6.87382e-68	3.26162e-62	3.35442e-57	2.02466e-52	2.26299e-47	8.52173e-41	
OG0000066	7.17801e-114	5.21718e-93	1.54124e-82	4.46914e-75	5.96359e-69	1.92057e-63	3.76209e-58	1.74097e-52	6.37827e-45	
OG0000068	1.18897e-148	1.68993e-121	9.49669e-108	6.77481e-98	8.38521e-90	1.49257e-82	1.56072e-75	5.08259e-68	7.10054e-58	
OG0000073	4.00886e-48	6.9762e-39	1.13281e-34	6.47591e-32	7.70822e-30	3.89856e-28	1.42005e-26	4.47127e-25	2.84248e-23	
OG0000077	9.4901e-110	3.35491e-89	6.26597e-79	1.19059e-71	9.70649e-66	1.70592e-60	2.03813e-55	4.56163e-50	6.28582e-43	
OG0000078	6.85008e-266	7.85452e-224	8.11747e-202	1.2011e-185	5.19243e-172	2.00012e-159	6.72727e-147	5.0047e-133	2.24312e-113	
OG0000079	4.25831e-100	6.51387e-80	6.77987e-70	7.61894e-63	3.68076e-57	3.57942e-52	1.85493e-47	1.51737e-42	2.88884e-36	
OG0000082	5.99793e-142	3.60611e-116	5.36395e-103	1.57331e-93	9.66948e-86	9.29433e-79	5.33182e-72	8.92717e-65	4.42221e-55	
OG0000084	7.96669e-109	2.88101e-89	1.86847e-79	1.55732e-72	7.39101e-67	8.0176e-62	5.10371e-57	7.28172e-52	5.12821e-45	
OG0000085	1.38797e-57	1.07988e-46	1.24056e-41	2.9999e-38	1.2121e-35	1.87978e-33	2.04589e-31	2.50613e-29	1.16639e-26	
OG0000088	4.34607e-96	3.37598e-79	7.17131e-71	5.95509e-65	4.10379e-60	7.70566e-56	1.14422e-51	3.15399e-47	3.4651e-41	
OG0000090	1.94744e-78	5.66549e-63	1.46529e-55	2.11072e-50	2.3869e-46	7.86499e-43	1.61929e-39	3.72872e-36	8.11376e-32	
OG0000091	1.29483e-82	5.68557e-67	2.77993e-59	6.61277e-54	1.34887e-49	7.79567e-46	2.89441e-42	1.55795e-38	1.01271e-33	
