Family ID	0.165312	0.537509	1.07958	2.2176	
OG0000007	1.4763e-192	2.12246e-129	6.71714e-97	1.39813e-69	
OG0000009	2.12598e-213	2.00479e-143	6.50267e-108	7.01609e-78	
OG0000010	1.66687e-198	2.42122e-132	3.26516e-98	1.16713e-69	
OG0000011	1.00288e-149	1.80798e-99	3.80462e-74	1.18384e-53	
OG0000018	6.63208e-263	1.10384e-183	4.67521e-141	8.395e-103	
OG0000026	4.27507e-78	3.6526e-54	1.1331e-42	9.05245e-34	
OG0000027	3.80385e-130	2.38402e-84	8.58278e-62	5.58572e-44	
OG0000028	1.15605e-80	2.12837e-52	9.59758e-40	3.93434e-31	
OG0000030	6.25612e-282	8.04477e-194	4.74047e-145	4.51372e-100	
OG0000031	7.69703e-224	1.51651e-153	2.85077e-115	3.31824e-81	
OG0000032	2.90438e-292	3.19128e-203	1.40151e-153	2.99923e-107	
OG0000035	6.11758e-139	2.2953e-96	8.12351e-74	3.24174e-54	
OG0000036	2.00282e-75	1.94367e-50	6.4924e-39	1.63359e-30	
OG0000037	1.45596e-83	1.68887e-57	1.50245e-44	3.39053e-34	
OG0000038	8.00501e-104	7.27069e-71	2.96606e-54	1.34456e-40	
OG0000039	1.10013e-156	1.33584e-109	7.14503e-85	2.52779e-63	
OG0000045	3.01508e-166	1.64097e-115	1.75947e-88	1.14093e-64	
OG0000046	9.42913e-71	6.07873e-48	1.2961e-37	3.15587e-30	
OG0000047	1.00681e-118	2.82094e-82	1.91222e-63	1.99502e-47	
OG0000048	3.38744e-101	3.20138e-69	2.20091e-53	9.57143e-41	
OG0000049	4.67623e-249	5.27261e-174	3.29907e-132	4.6419e-93	
OG0000050	5.52726e-113	7.86314e-73	9.33717e-53	7.01188e-37	
OG0000051	4.89688e-114	4.40098e-79	8.17249e-61	1.96964e-45	
OG0000053	3.24074e-98	1.40206e-68	6.91573e-54	1.20557e-41	
OG0000055	2.62175e-123	1.51592e-86	1.81797e-67	4.55593e-51	
OG0000056	8.49442e-43	9.30603e-30	6.32462e-25	6.46428e-22	
OG0000059	8.07882e-117	1.02718e-78	2.70266e-59	1.16539e-43	
OG0000060	3.96184e-57	7.72758e-39	1.13204e-30	4.12465e-25	
OG0000061	2.82964e-100	2.39279e-67	5.82886e-51	6.11366e-38	
OG0000062	1.41846e-246	3.13435e-175	9.99693e-134	3.61062e-94	
OG0000064	8.16881e-97	7.07166e-66	3.66553e-50	2.4061e-37	
OG0000066	5.04681e-104	9.48049e-71	7.76036e-54	4.57227e-40	
OG0000068	4.18653e-141	2.12602e-97	6.33084e-74	2.37584e-53	
OG0000073	1.22371e-49	3.64817e-35	8.95108e-29	2.83852e-24	
OG0000077	3.14378e-100	9.32893e-68	1.96533e-51	3.04057e-38	
OG0000078	1.36262e-245	8.65597e-177	7.72045e-137	1.66792e-98	
OG0000079	8.76061e-107	1.04096e-72	2.30128e-55	6.11647e-41	
OG0000082	8.87592e-132	1.45644e-90	1.25816e-68	9.90013e-50	
OG0000084	1.25951e-100	3.4246e-69	1.84603e-53	1.18014e-40	
OG0000085	7.03369e-62	1.63834e-44	2.98447e-36	7.58556e-30	
OG0000088	1.34017e-87	2.62149e-60	1.12929e-46	7.21153e-36	
OG0000090	7.58289e-85	2.44375e-59	8.10799e-47	6.15884e-37	
OG0000091	8.11335e-80	4.48403e-55	8.14842e-43	4.21536e-33	
OG0000093	2.40345e-71	3.19349e-50	5.4552e-40	8.05303e-32	
OG0000095	1.33717e-154	1.25622e-110	1.98766e-86	2.45119e-64	
OG0000097	7.8931e-38	1.07262e-27	1.18429e-23	6.1986e-21	
OG0000098	7.14188e-67	1.05445e-45	1.12758e-35	2.67881e-28	
OG0000099	1.77548e-123	5.34908e-84	3.09898e-63	1.41552e-45	
OG0000101	1.34281e-79	2.51152e-54	1.11714e-41	1.98393e-31	
OG0000102	2.51132e-151	4.09655e-103	1.19055e-76	5.66305e-53	
OG0000105	2.1268e-151	1.47261e-105	2.98326e-80	1.48108e-57	
OG0000108	3.84118e-80	8.07219e-55	2.90982e-42	3.5368e-32	
OG0000109	1.12373e-88	1.88584e-62	9.2744e-49	4.99916e-37	
OG0000110	3.09432e-78	9.07362e-55	4.62595e-43	1.38975e-33	
OG0000111	6.89278e-107	1.14572e-72	6.42598e-55	5.54971e-40	
OG0000115	1.16247e-85	6.6248e-59	1.73983e-45	7.07394e-35	
OG0000116	3.36088e-63	1.83297e-44	1.60568e-35	2.26352e-28	
OG0000122	2.56895e-67	2.58569e-47	1.5261e-37	7.38267e-30	
OG0000124	1.48442e-48	7.49824e-33	9.86704e-26	6.32092e-21	
OG0000125	1.92526e-50	1.66599e-36	7.80236e-30	1.19558e-24	
OG0000126	1.76514e-116	1.81276e-82	1.89628e-64	1.38476e-48	
OG0000129	5.12543e-25	1.02882e-19	5.35426e-18	2.13951e-17	
OG0000130	1.34469e-111	9.14331e-76	2.27762e-56	1.55035e-39	
OG0000134	2.96706e-108	4.38705e-77	1.14032e-60	2.22991e-46	
OG0000136	3.86935e-42	3.24761e-30	5.41958e-25	1.64069e-21	
OG0000137	7.13176e-57	1.07102e-39	1.70716e-31	2.10081e-25	
OG0000138	5.12937e-47	1.11323e-32	3.11914e-26	8.03766e-22	
OG0000139	1.38953e-74	8.82284e-51	3.77187e-39	4.50219e-30	
OG0000140	7.2224e-60	2.78019e-40	4.8378e-31	2.33593e-24	
OG0000141	1.04975e-91	6.14732e-63	6.24016e-48	2.91454e-35	
OG0000145	3.32865e-182	5.73881e-130	1.13095e-100	6.347e-73	
OG0000146	8.76906e-45	1.90553e-31	1.74708e-25	1.75032e-21	
OG0000147	2.37166e-48	5.34692e-35	1.37746e-28	1.51855e-23	
OG0000153	6.39683e-117	4.75305e-83	8.80449e-65	2.0885e-48	
OG0000154	3.12594e-39	5.94841e-28	4.10619e-23	4.37152e-20	
OG0000155	1.70289e-45	9.40879e-32	1.84268e-25	5.31719e-21	
OG0000156	1.01663e-36	8.79327e-27	1.7284e-22	1.4406e-19	
OG0000158	5.78114e-66	1.09436e-46	3.7634e-37	1.53952e-29	
OG0000159	4.31246e-71	1.09852e-47	5.20679e-36	8.60826e-27	
OG0000160	2.21718e-76	3.13886e-52	1.23179e-39	3.78294e-29	
OG0000161	8.47234e-64	9.7064e-45	2.17945e-35	6.62842e-28	
OG0000162	5.38562e-92	6.01315e-64	1.43019e-48	2.27292e-35	
OG0000163	1.22763e-71	2.42772e-50	1.03968e-39	4.55922e-31	
OG0000164	1.16828e-76	1.55203e-51	4.91234e-39	3.66641e-29	
OG0000165	3.93837e-44	5.21815e-31	2.6229e-25	1.75391e-21	
