FamilyID	Metru<1>	Glmax<2>	Setor<3>	Zeins<4>	Lyrho<5>	Cechi<6>	Poten<7>	Qumon<8>	Erjap<9>	Vivin<10>	Artha<11>	<12>	<13>	<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>
OG0000370	0	2	-2	3	5	-4	-2	-2	1	0	3	0	0	0	0	0	0	0	3	0	-1
OG0000371	-1	1	-2	0	22	-4	2	-2	1	3	0	0	0	0	0	0	0	-1	0	2	-1
OG0000372	4	0	-1	0	3	-3	9	-1	0	2	-2	0	1	0	1	0	0	0	3	0	-2
OG0000376	0	0	-1	0	3	-2	0	-2	0	2	-1	0	1	0	0	0	0	0	0	0	-1
OG0000377	-2	6	-2	2	2	-2	3	-1	0	1	0	0	0	0	0	0	0	0	1	0	-1
OG0000378	0	0	-2	-2	-3	0	1	1	-2	21	-1	0	0	0	0	-1	0	0	1	-1	0
OG0000379	-1	3	-1	-1	0	-2	3	-2	0	1	0	0	0	0	0	0	0	0	1	-1	-2
OG0000380	-1	1	0	1	6	-3	0	2	-2	15	-2	0	1	0	0	0	0	0	0	1	0
OG0000381	1	1	-2	-1	-1	1	-5	4	-2	5	0	0	0	0	0	0	0	0	2	0	1
OG0000382	0	3	-1	1	0	-1	4	-2	1	0	4	0	0	0	0	0	0	0	1	-2	0
OG0000383	0	3	-2	0	0	-1	2	-2	1	-2	0	0	0	0	1	0	0	0	6	0	0
OG0000384	-2	6	0	1	1	-2	3	-2	1	0	-1	0	0	0	0	0	0	0	1	0	0
OG0000385	-4	53	-1	-1	0	-1	-1	-1	0	-1	0	0	0	0	0	0	0	0	4	0	0
OG0000393	6	-1	-3	-2	24	-3	4	-1	1	-1	0	0	0	0	1	0	0	0	0	4	0
OG0000395	0	4	-4	5	0	0	-3	-1	0	-2	0	0	0	0	1	2	0	0	5	1	-1
OG0000396	-1	3	-1	1	-1	0	2	-1	0	3	0	0	0	0	0	0	0	0	1	-4	-2
OG0000397	-2	3	0	1	3	-2	1	-2	3	1	-2	0	0	0	0	0	0	0	0	1	0
OG0000398	14	-3	-1	-1	-4	2	-1	-1	1	3	4	0	0	-1	-1	0	0	0	0	0	-1
OG0000399	0	3	-1	2	0	-2	5	-1	1	0	-1	0	0	0	0	0	0	0	1	0	-1
OG0000400	-2	2	0	0	0	0	5	0	-1	2	-1	0	0	0	1	0	0	0	0	-1	-2
OG0000401	0	0	-1	-1	4	-3	-1	0	-2	22	-1	0	0	0	0	0	0	0	1	0	-1
OG0000402	-2	4	-1	1	1	-2	4	-1	3	0	-1	0	0	0	1	0	0	0	1	0	1
OG0000403	-1	3	-1	1	1	-2	-1	-2	1	-2	7	0	0	0	0	0	0	0	1	0	0
OG0000406	4	-1	-4	-3	4	-3	7	0	0	6	-1	0	0	0	0	0	0	0	0	0	-2
