#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0000146	1.07958	1.74708e-25	1.7505e-21	9.98048e-05	N/S
OG0000146	2.2176	1.75032e-21	1.7505e-21	0.9999	*
OG0000147	0.165312	2.37166e-48	1.51856e-23	1.56178e-25	N/S
OG0000147	0.537509	5.34692e-35	1.51856e-23	3.52104e-12	N/S
OG0000147	1.07958	1.37746e-28	1.51856e-23	9.07078e-06	N/S
OG0000147	2.2176	1.51855e-23	1.51856e-23	0.999991	*
OG0000153	0.165312	6.39683e-117	2.0885e-48	3.06289e-69	N/S
OG0000153	0.537509	4.75305e-83	2.0885e-48	2.27582e-35	N/S
OG0000153	1.07958	8.80449e-65	2.0885e-48	4.21571e-17	N/S
OG0000153	2.2176	2.0885e-48	2.0885e-48	1	*
OG0000154	0.165312	3.12594e-39	4.37562e-20	7.14399e-20	N/S
OG0000154	0.537509	5.94841e-28	4.37562e-20	1.35944e-08	N/S
OG0000154	1.07958	4.10619e-23	4.37562e-20	0.000938425	N/S
OG0000154	2.2176	4.37152e-20	4.37562e-20	0.999062	*
OG0000155	0.165312	1.70289e-45	5.31737e-21	3.2025e-25	N/S
OG0000155	0.537509	9.40879e-32	5.31737e-21	1.76944e-11	N/S
OG0000155	1.07958	1.84268e-25	5.31737e-21	3.4654e-05	N/S
OG0000155	2.2176	5.31719e-21	5.31737e-21	0.999965	*
OG0000156	0.165312	1.01663e-36	1.44233e-19	7.04849e-18	N/S
OG0000156	0.537509	8.79327e-27	1.44233e-19	6.09656e-08	N/S
OG0000156	1.07958	1.7284e-22	1.44233e-19	0.00119834	N/S
OG0000156	2.2176	1.4406e-19	1.44233e-19	0.998802	*
OG0000158	0.165312	5.78114e-66	1.53952e-29	3.75515e-37	N/S
OG0000158	0.537509	1.09436e-46	1.53952e-29	7.10842e-18	N/S
OG0000158	1.07958	3.7634e-37	1.53952e-29	2.44452e-08	N/S
OG0000158	2.2176	1.53952e-29	1.53952e-29	1	*
OG0000159	0.165312	4.31246e-71	8.60826e-27	5.00968e-45	N/S
OG0000159	0.537509	1.09852e-47	8.60826e-27	1.27612e-21	N/S
OG0000159	1.07958	5.20679e-36	8.60826e-27	6.0486e-10	N/S
OG0000159	2.2176	8.60826e-27	8.60826e-27	1	*
OG0000160	0.165312	2.21718e-76	3.78294e-29	5.86101e-48	N/S
OG0000160	0.537509	3.13886e-52	3.78294e-29	8.2974e-24	N/S
OG0000160	1.07958	1.23179e-39	3.78294e-29	3.25617e-11	N/S
OG0000160	2.2176	3.78294e-29	3.78294e-29	1	*
OG0000161	0.165312	8.47234e-64	6.62842e-28	1.27818e-36	N/S
OG0000161	0.537509	9.7064e-45	6.62842e-28	1.46436e-17	N/S
OG0000161	1.07958	2.17945e-35	6.62842e-28	3.28804e-08	N/S
OG0000161	2.2176	6.62842e-28	6.62842e-28	1	*
OG0000162	0.165312	5.38562e-92	2.27292e-35	2.36947e-57	N/S
OG0000162	0.537509	6.01315e-64	2.27292e-35	2.64557e-29	N/S
OG0000162	1.07958	1.43019e-48	2.27292e-35	6.29229e-14	N/S
OG0000162	2.2176	2.27292e-35	2.27292e-35	1	*
OG0000163	0.165312	1.22763e-71	4.55922e-31	2.69263e-41	N/S
OG0000163	0.537509	2.42772e-50	4.55922e-31	5.32486e-20	N/S
OG0000163	1.07958	1.03968e-39	4.55922e-31	2.28039e-09	N/S
OG0000163	2.2176	4.55922e-31	4.55922e-31	1	*
OG0000164	0.165312	1.16828e-76	3.66641e-29	3.18644e-48	N/S
OG0000164	0.537509	1.55203e-51	3.66641e-29	4.2331e-23	N/S
OG0000164	1.07958	4.91234e-39	3.66641e-29	1.33982e-10	N/S
OG0000164	2.2176	3.66641e-29	3.66641e-29	1	*
OG0000165	0.165312	3.93837e-44	1.75417e-21	2.24514e-23	N/S
OG0000165	0.537509	5.21815e-31	1.75417e-21	2.97471e-10	N/S
OG0000165	1.07958	2.6229e-25	1.75417e-21	0.000149524	N/S
OG0000165	2.2176	1.75391e-21	1.75417e-21	0.99985	*
OG0000166	0.165312	2.61595e-54	3.10735e-24	8.41859e-31	N/S
OG0000166	0.537509	9.90034e-38	3.10735e-24	3.1861e-14	N/S
OG0000166	1.07958	5.63157e-30	3.10735e-24	1.81234e-06	N/S
OG0000166	2.2176	3.10735e-24	3.10735e-24	0.999998	*
OG0000167	0.165312	6.64785e-57	2.63644e-26	2.52153e-31	N/S
OG0000167	0.537509	1.05839e-40	2.63644e-26	4.01448e-15	N/S
OG0000167	1.07958	9.96931e-33	2.63644e-26	3.78135e-07	N/S
OG0000167	2.2176	2.63644e-26	2.63644e-26	1	*
OG0000172	0.165312	2.84033e-37	8.26738e-20	3.43559e-18	N/S
OG0000172	0.537509	3.08413e-27	8.26738e-20	3.73048e-08	N/S
