FamilyID	Metru<1>	Glmax<2>	Setor<3>	Zeins<4>	Lyrho<5>	Cechi<6>	Poten<7>	Qumon<8>	Erjap<9>	Vivin<10>	Artha<11>	<12>	<13>	<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>
OG0000007	0.0848059	0.182525	3.93678e-10	0.564955	5.13547e-10	0.0592456	0.54482	1.39049e-06	2.63367e-05	3.50926e-36	1.3492e-05	N/A	6.80387e-15	0.687284	0.320183	0.76099	0.528882	0.582272	0.000186143	0.0024796	0.558888
OG0000009	1.0535e-05	0.766774	0.127084	0.342712	1.47025e-24	1.05423e-15	0.000129328	0.100608	0.736721	1.52465e-27	0.000107564	N/A	3.06831e-13	0.680916	0.820249	0.747898	0.526242	0.343973	2.89006e-06	0.163168	0.000592823
OG0000010	1.61719e-07	0.49639	0.441646	0.00369102	0.0665081	0.544687	0.00194449	4.81005e-08	8.79186e-16	1.05918e-12	1.43949e-06	N/A	1.51576e-05	0.64529	0.784392	0.0473181	0.0114865	7.54249e-10	6.09735e-14	3.1849e-13	0.938019
OG0000011	2.22608e-15	0.0347722	0.480154	0.436333	0.00700256	0.646673	0.412872	0.000783948	0.412883	2.82758e-18	0.240023	N/A	1.83137e-11	0.67431	0.296924	0.747898	0.526242	0.106064	0.000548631	4.07901e-11	0.00168042
OG0000018	0.31138	0.00984677	0.000315173	0.00111996	4.88373e-26	7.44482e-21	7.54781e-09	2.28431e-07	4.1918e-10	1.65491e-54	0.000728458	N/A	0.000461709	0.637327	0.775061	0.698279	0.518185	0.794779	0.169453	0.238715	0.807176
OG0000026	0.0542648	0.755002	0.00117181	0.635857	0.245016	1.16126e-10	0.606112	0.00980626	0.00441756	0.0218319	0.857651	N/A	0.000461709	0.637327	0.101199	0.157969	0.52224	2.93115e-07	0.10033	0.0514787	0.935629
OG0000027	7.90881e-11	0.000761289	1.6511e-07	6.64007e-08	0.583476	0.125307	0.140644	0.319318	0.000552894	0.0177868	0.603363	N/A	0.0109193	0.629056	0.76479	0.68815	0.516822	4.04186e-10	0.136471	3.44183e-08	0.0066983
OG0000028	0.89535	0.103888	0.000776874	3.47331e-07	0.416672	0.761725	0.000691915	5.62405e-05	0.133804	0.411517	0.000248915	N/A	0.000461709	0.637327	0.775061	0.698279	0.518185	0.000387789	0.505172	0.154237	0.00896664
OG0000030	0.848695	0.00108887	1.82121e-121	0.0317538	0.00503389	0.0013826	0.225849	0.5	0.5	0.122293	0.597076	N/A	0.513261	0.513261	0.538522	0.011095	0.502864	1.00598e-14	0.0547585	0.69577	0.33659
OG0000031	0.755002	2.22608e-15	0.347986	3.87303e-05	1.51744e-23	4.84372e-12	9.49379e-07	3.05495e-15	1.18888e-09	4.538e-14	0.00160172	N/A	0.00415945	0.592602	0.711619	0.640756	0.511311	0.000655411	5.0793e-12	0.13988	0.177127
