Family ID	0.174408	0.388183	0.596456	0.82983	1.11883	1.53049	2.3618	
OG0000007	2.02003e-172	2.28808e-130	9.41089e-110	3.17211e-95	2.9164e-83	4.57831e-72	0	
OG0000009	2.78051e-216	8.26737e-167	9.93695e-142	1.5253e-123	4.231e-108	4.11131e-93	0	
OG0000010	6.92335e-208	5.87797e-165	5.71053e-143	9.07866e-127	8.15672e-113	5.14607e-99	0	
OG0000011	2.04757e-153	6.6971e-119	1.18418e-101	3.10187e-89	1.11676e-78	1.93539e-68	0	
OG0000018	6.29387e-251	4.78558e-198	2.29052e-171	8.24259e-152	5.24481e-135	1.8692e-118	0	
OG0000026	2.62051e-82	1.62078e-65	3.96604e-57	4.38454e-51	6.12068e-46	5.26718e-41	0	
OG0000027	3.9246e-152	1.76938e-119	7.67697e-103	1.48352e-90	5.30466e-80	1.47872e-69	0	
OG0000028	8.31017e-94	8.9769e-73	1.75261e-62	2.95428e-55	2.45097e-49	8.68305e-44	0	
OG0000030	1.14323e-314	1.69769e-253	2.73674e-221	5.09531e-197	1.44636e-175	9.25857e-154	0	
OG0000031	8.472e-256	6.0462e-208	8.58259e-183	6.83584e-164	3.02982e-147	2.11204e-130	0	
OG0000032	0	7.21193e-264	1.46334e-231	3.57612e-207	1.44433e-185	1.55474e-163	0	
OG0000035	3.47966e-152	1.23447e-122	2.50188e-107	5.99064e-96	5.09814e-86	4.02616e-76	0	
OG0000036	1.06923e-92	1.25604e-74	1.61645e-65	8.44036e-59	4.8166e-53	2.29469e-47	0	
OG0000037	1.48094e-83	1.95939e-66	5.2441e-58	6.62822e-52	9.14177e-47	7.55991e-42	0	
OG0000038	7.94723e-105	9.78004e-83	9.87691e-72	7.33703e-64	3.08056e-57	7.52953e-51	0	
OG0000039	1.49109e-164	8.41987e-133	1.48437e-116	1.43652e-104	3.71713e-94	8.50833e-84	0	
OG0000045	3.70399e-153	5.46029e-119	1.22396e-101	5.1823e-89	2.75728e-78	6.5994e-68	0	
OG0000046	2.23369e-67	1.43169e-51	6.9492e-44	1.33611e-38	3.10252e-34	2.6268e-30	0	
OG0000047	6.85994e-123	7.70516e-98	4.26081e-85	8.57073e-76	7.8402e-68	4.13416e-60	0	
OG0000048	1.59519e-104	7.94807e-83	5.02615e-72	3.67444e-64	1.85722e-57	6.4625e-51	0	
OG0000049	1.28225e-277	8.26662e-226	1.51407e-198	5.4109e-178	8.40652e-160	2.89356e-141	0	
OG0000050	3.42947e-144	7.00054e-115	9.5557e-100	1.45237e-88	6.75424e-79	2.45176e-69	0	
OG0000051	1.42397e-97	1.14021e-74	2.88545e-63	3.95642e-55	2.07576e-48	5.32084e-42	0	
OG0000053	3.55133e-120	1.79943e-97	1.2086e-85	9.48275e-77	5.56039e-69	3.59578e-61	0	
OG0000055	9.2606e-99	9.87473e-75	3.19538e-63	4.04452e-55	1.67056e-48	2.25793e-42	0	
OG0000056	9.23126e-53	4.94638e-42	6.2376e-37	2.42255e-33	2.16368e-30	1.22165e-27	0	
OG0000059	3.53721e-119	1.70077e-93	1.92812e-80	5.62332e-71	6.8112e-63	4.29197e-55	0	
OG0000060	5.0647e-76	8.63782e-62	1.47247e-54	3.25104e-49	1.51453e-44	6.6727e-40	0	
OG0000061	1.13474e-109	1.83312e-87	5.16211e-76	1.16311e-67	1.66245e-60	2.05463e-53	0	
OG0000062	1.08221e-309	5.16695e-261	5.3133e-235	4.34782e-215	3.75779e-197	1.8647e-178	0	
OG0000064	4.43974e-97	3.30294e-76	8.87987e-66	2.63973e-58	4.74495e-52	4.88868e-46	0	
OG0000066	3.57645e-110	4.6973e-87	2.71305e-75	8.78221e-67	1.7873e-59	2.005e-52	0	
OG0000068	3.95757e-139	8.55397e-110	6.48582e-95	4.54833e-84	9.56776e-75	1.25716e-65	0	
OG0000073	1.25742e-46	3.15608e-36	2.03615e-31	3.17402e-28	1.05259e-25	1.90674e-23	0	
OG0000077	5.37842e-105	4.70926e-82	1.639e-70	3.90086e-62	4.11043e-55	2.66298e-48	0	
OG0000078	2.30684e-254	2.9524e-209	1.8308e-185	1.76382e-167	1.59961e-151	3.19991e-135	0	
OG0000079	2.7693e-94	1.89813e-72	1.35644e-61	7.8017e-54	2.17792e-47	2.55462e-41	0	
OG0000082	3.4362e-129	4.9465e-102	2.37068e-88	1.8964e-78	4.71988e-70	6.45679e-62	0	
OG0000084	2.16909e-110	1.58116e-88	2.22749e-77	2.71258e-69	2.36297e-62	1.30213e-55	0	
OG0000085	2.64747e-63	5.41326e-51	8.05331e-45	2.33679e-40	1.35014e-36	5.54335e-33	0	
OG0000088	1.42462e-92	2.05153e-74	2.34396e-65	6.94954e-59	2.67439e-53	8.55328e-48	0	
OG0000090	9.97337e-79	2.66247e-61	9.79669e-53	1.01382e-46	9.18148e-42	3.58851e-37	0	
OG0000091	3.27928e-79	4.92443e-62	1.6633e-53	2.31929e-47	3.01797e-42	2.28918e-37	0	
OG0000093	3.02671e-75	1.26668e-60	1.94577e-53	3.04962e-48	6.92942e-44	1.30247e-39	0	
OG0000095	1.57496e-139	1.72005e-110	8.12944e-96	3.82555e-85	4.78889e-76	3.61167e-67	0	
OG0000097	2.29551e-46	1.74502e-38	1.91242e-34	1.71133e-31	6.12093e-29	1.64879e-26	0	
OG0000098	4.29376e-72	6.97048e-57	3.09596e-49	8.27381e-44	3.09088e-39	6.05239e-35	0	
OG0000099	8.67301e-122	1.58931e-95	2.82424e-82	1.13106e-72	1.59255e-64	1.39587e-56	0	
OG0000101	2.3565e-78	6.29528e-61	2.76272e-52	4.06479e-46	6.20596e-41	5.38224e-36	0	
OG0000102	3.72531e-194	1.41594e-160	9.66158e-143	3.56151e-129	4.79664e-117	1.57245e-104	0	
OG0000105	1.46069e-193	5.95488e-163	1.12472e-146	2.70508e-134	3.13367e-123	7.95102e-112	0	
OG0000108	4.63503e-81	1.14604e-63	3.53871e-55	3.45965e-49	3.179e-44	1.84502e-39	0	
OG0000109	1.58678e-89	1.13422e-71	1.38993e-62	5.99996e-56	2.80526e-50	9.6213e-45	0	
OG0000110	7.32294e-74	7.03731e-58	4.79767e-50	1.61083e-44	7.79848e-40	1.85845e-35	0	
OG0000111	7.35991e-116	9.17929e-92	1.68583e-79	1.44352e-70	6.83866e-63	2.09219e-55	0	
OG0000115	2.92492e-82	1.62313e-64	1.07004e-55	2.31727e-49	4.37174e-44	4.77952e-39	0	
OG0000116	3.56698e-51	2.40235e-38	1.93597e-32	1.6042e-28	1.6566e-25	7.29655e-23	0	
OG0000122	8.58441e-60	2.61893e-46	8.0059e-40	3.36834e-35	1.92508e-31	5.54619e-28	0	
OG0000124	6.17738e-63	4.52024e-51	5.07148e-45	1.38838e-40	8.8346e-37	5.24509e-33	0	
OG0000125	1.77461e-46	8.78087e-37	2.9569e-32	3.95504e-29	1.06721e-26	2.0769e-24	0	
OG0000126	2.7328e-106	4.7955e-83	2.50041e-71	6.18705e-63	8.01914e-56	5.06887e-49	0	
OG0000129	8.21556e-32	5.57089e-27	1.64088e-24	8.30048e-23	2.13971e-21	4.17359e-20	0	
OG0000130	4.62708e-133	1.34675e-108	8.66649e-96	3.33662e-86	8.47222e-78	2.43088e-69	0	
OG0000134	2.6309e-105	3.29998e-84	1.64029e-73	9.65362e-66	3.87228e-59	1.25574e-52	0	
OG0000136	1.84676e-40	2.07612e-32	1.18504e-28	3.80185e-26	4.51487e-24	3.06094e-22	0	
OG0000137	5.62741e-63	3.73052e-51	3.59069e-45	1.01984e-40	6.33466e-37	3.09481e-33	0	
OG0000138	2.32166e-51	2.86312e-41	2.09253e-36	7.07979e-33	5.75045e-30	3.5576e-27	0	
OG0000139	1.26345e-68	1.26149e-52	8.11035e-45	2.40264e-39	7.07925e-35	9.47885e-31	0	
OG0000140	5.44035e-69	1.27705e-54	2.041e-47	3.06193e-42	7.23436e-38	1.21712e-33	0	
OG0000141	8.18682e-96	1.83929e-76	1.14971e-66	1.48689e-59	1.68267e-53	1.344e-47	0	
OG0000145	1.14499e-134	5.34676e-101	3.89122e-84	5.12942e-72	7.7123e-62	4.04704e-52	0	
OG0000146	1.29467e-49	1.65321e-40	4.41698e-36	8.13164e-33	3.95824e-30	1.78582e-27	0	
