FamilyID	Metru<1>	Glmax<2>	Setor<3>	Zeins<4>	Lyrho<5>	Cechi<6>	Poten<7>	Qumon<8>	Erjap<9>	Vivin<10>	Artha<11>	<12>	<13>	<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>
OG0000147	0.306345	1.83697e-15	0.296704	0.38731	0.0997063	0.000429101	0.0030239	6.99043e-06	0.0153255	0.388515	0.0862614	N/A	0.198169	0.222111	0.513325	0.415683	0.67708	0.715688	0.122182	0.0305243	0.561066
OG0000153	0.00168763	0.00552381	0.126601	0.78283	8.49121e-05	0.657428	0.0224718	0.538609	0.538609	2.05869e-22	0.275242	N/A	0.0321862	0.733282	0.508943	0.323746	0.190347	0.202617	0.584513	0.797164	0.00110376
OG0000154	0.0133099	2.28261e-09	0.0153917	0.38731	0.0415217	0.308224	6.45273e-05	0.588426	0.0500369	0.213396	0.0430746	N/A	0.770884	0.222111	0.513325	0.415683	0.67708	0.715688	0.682049	0.579002	0.00450451
OG0000155	0.000914786	0.00930593	0.155343	0.136195	0.0124899	0.0320554	0.0224718	0.000341561	9.09919e-05	0.91094	0.00321992	N/A	0.733282	0.733282	0.508943	0.146223	0.103666	0.715688	9.83164e-06	0.55093	0.793547
OG0000156	0.281954	1.15081e-10	0.155343	0.136195	0.0415217	0.308224	0.00240492	0.000153067	0.0120117	0.182491	0.134004	N/A	0.753567	0.198169	0.511871	0.746003	0.67708	0.715688	0.682049	0.579002	0.535725
OG0000158	3.92973e-06	0.0645514	0.094569	0.539409	4.39021e-12	9.60235e-08	0.0149905	1.10222e-05	0.603147	0.00268217	0.275242	N/A	0.681086	0.681086	0.505989	0.0995877	0.0748353	0.0024469	0.00364605	0.797164	0.0677799
OG0000159	0.0006955	0.36976	4.53537e-10	0.157207	1.87264e-05	0.00126663	0.0221588	0.0579212	0.538609	6.3612e-05	0.811774	N/A	0.607061	0.607061	0.503008	8.96278e-07	0.0250324	0.00708624	0.734315	0.834428	0.654515
OG0000160	0.136399	1.30002e-07	5.68186e-05	0.055774	4.02103e-20	0.768815	0.0329105	0.0846389	4.62933e-05	0.412574	0.573214	N/A	0.647388	0.647388	0.504502	4.10991e-05	0.661159	0.69842	0.0268174	0.00160024	0.70399
OG0000161	9.83164e-06	0.122182	0.801214	0.572321	0.00524464	0.155105	0.0224718	0.0301134	0.0846389	8.69165e-09	0.0536305	N/A	0.0321862	0.733282	0.508943	0.146223	0.661159	0.69842	0.107657	0.331878	0.00914374
OG0000162	1.94095e-36	0.648249	0.0141091	0.745738	0.605641	0.159712	0.0329105	4.63939e-15	0.588426	0.000168221	0.000348755	N/A	0.681086	0.27802	0.504502	0.627253	0.581601	0.605641	0.000171666	0.731742	0.042178
OG0000163	0.04859	0.00480246	0.0516695	0.0410332	0.0054518	0.0155559	0.0187331	3.09422e-19	1.0358e-08	2.14168e-05	0.481749	N/A	0.709387	0.709387	0.507469	0.685047	0.0748353	0.679098	6.06643e-05	0.475498	0.217957
OG0000164	1.97024e-08	0.00016411	6.18999e-12	0.829519	0.159712	0.0604963	0.0329105	1.14612e-06	0.000663913	0.0815031	3.80496e-05	N/A	0.681086	0.27802	0.504502	0.0752125	0.00898486	1.03697e-05	0.722859	0.423508	0.70399
OG0000165	0.227301	1.00015e-08	0.0516695	0.319371	0.0415217	0.69842	4.54887e-05	0.0599057	0.0030994	0.0722765	0.00293272	N/A	0.770884	0.770884	0.511871	0.388378	0.248097	0.679098	0.648249	0.834428	0.171759
OG0000166	2.48829e-08	0.107657	0.0516695	0.00140806	1.03697e-05	3.58875e-05	0.535719	0.0189244	0.0189244	0.000337087	0.874984	N/A	0.118659	0.709387	0.507469	0.123294	0.64381	0.679098	0.0928458	0.818175	0.00174687
OG0000167	0.000167501	0.122182	0.236525	0.0197849	0.118681	0.118681	0.0224718	0.617027	0.000531625	6.15371e-08	0.0536305	N/A	0.0321862	0.733282	0.508943	0.708242	0.64381	0.679098	0.0204515	0.818175	0.253689
OG0000172	0.107657	0.00010433	0.0516695	0.0932616	0.679098	0.000157183	0.0224718	3.68059e-07	0.156876	0.00225923	0.254679	N/A	0.733282	0.733282	0.508943	0.708242	0.64381	0.679098	0.0928458	0.818175	0.793547
OG0000173	0.040973	1.60204e-05	0.32316	0.175983	2.02285e-10	0.0124899	0.0187331	4.46e-13	9.09919e-05	0.26752	0.874984	N/A	0.118659	0.709387	0.507469	0.123294	0.64381	0.0024469	0.696839	0.818175	0.217957
OG0000176	4.37547e-28	0.682049	0.236525	0.0932616	0.605641	6.65952e-05	8.75608e-05	5.56687e-13	6.28748e-06	0.0242995	1.22298e-05	N/A	0.681086	0.27802	0.504502	0.627253	0.000153094	0.679098	0.0204515	0.731742	0.70399
OG0000177	6.06643e-05	0.648249	0.450502	0.00140806	0.000157183	2.58395e-09	0.542395	2.51792e-08	0.617027	0.0381617	0.00321992	N/A	0.733282	0.733282	0.508943	0.708242	0.64381	0.679098	0.648249	0.818175	0.253689
OG0000179	0.0564697	0.00613298	5.68186e-05	0.844732	0.605641	0.605641	4.54887e-05	0.000236807	0.0153255	0.0308792	0.292959	N/A	0.198169	0.770884	0.511871	0.388378	0.661159	0.69842	0.00010433	0.00386146	0.826319
OG0000180	0.107657	8.91594e-07	0.801214	0.114766	0.0320554	0.0124899	0.0262057	0.617027	0.069696	0.470725	0.0212196	N/A	0.172922	0.753567	0.51041	0.728407	0.661159	0.69842	0.665902	0.55093	0.811678
OG0000181	1.31039e-18	0.163859	0.78242	0.278355	0.00148576	0.657428	0.521912	0.0846389	4.62933e-05	0.00137384	0.163108	N/A	0.27802	0.647388	0.504502	0.0136567	0.624881	0.0997063	3.13183e-06	0.797164	0.70399
OG0000182	0.648249	0.00121103	0.0516695	6.01604e-05	2.43079e-06	0.715688	0.0434505	7.13915e-11	0.572805	9.12022e-06	0.573214	N/A	0.0898554	0.681086	0.505989	0.0232781	0.64381	0.679098	0.648249	0.0809023	0.741662
OG0000183	1.27908e-13	0.107657	0.236525	0.278355	1.25906e-16	0.000780703	9.38976e-07	2.75285e-06	0.572805	0.0242995	0.0944569	N/A	0.681086	0.681086	0.505989	0.0995877	0.624881	0.0997063	0.0928458	0.257265	0.741662
OG0000184	0.0645514	1.71032e-09	0.486182	0.355483	0.0997063	0.241356	0.0187331	0.00210685	0.00020149	0.00734813	0.631356	N/A	0.118659	0.709387	0.507469	0.123294	0.0893682	0.69842	5.72405e-06	0.517066	0.770753
OG0000189	4.71607e-10	0.150296	0.267882	0.278355	4.1065e-14	3.58875e-05	0.521912	4.62933e-05	0.000663913	0.00137384	0.163108	N/A	0.27802	0.647388	0.504502	0.0136567	0.624881	0.023328	0.00185407	0.257265	0.70399
OG0000190	0.136399	0.00364605	0.0153917	0.856679	0.118681	0.276417	1.08298e-06	6.99043e-06	0.0153255	0.501136	0.524078	N/A	0.0628423	0.222111	0.513325	0.415683	0.67708	0.715688	0.122182	0.213703	0.561066
OG0000191	1.13351e-25	0.150296	0.00432112	0.106757	0.112084	0.57468	0.521912	0.0023191	6.28748e-06	5.77612e-08	0.163108	N/A	0.681086	0.27802	0.504502	0.627253	0.0451953	0.0802872	1.58855e-06	0.357177	0.70399
OG0000192	6.77107e-18	0.0624767	0.0141091	0.0300988	0.172492	0.00708624	2.97595e-05	2.75634e-43	2.07673e-05	0.534529	4.93695e-05	N/A	0.607061	0.607061	0.503008	0.0503268	0.581601	0.605641	0.0469935	1.86567e-05	0.0199668
OG0000193	0.04859	2.49496e-05	0.0516695	0.0932616	0.023328	0.0997063	0.0537836	5.80292e-06	0.0500369	0.0246671	0.0808574	N/A	0.709387	0.709387	0.507469	0.685047	0.0748353	0.679098	6.06643e-05	0.797164	0.770753
OG0000194	0.000591465	0.107657	2.83297e-05	0.136195	1.14314e-13	1.46245e-10	0.0187331	1.65153e-13	4.78921e-05	0.26752	0.874984	N/A	0.118659	0.709387	0.507469	0.0344271	0.103666	0.715688	0.281954	0.834428	0.770753
OG0000197	0.648249	6.06643e-05	0.00725266	0.114766	0.0802872	0.000197433	0.0336558	0.000776662	0.199207	0.00151244	0.557686	N/A	0.198169	0.222111	0.513325	0.0397845	0.661159	0.308224	0.648249	0.022478	0.561066
OG0000198	0.281954	5.88409e-07	0.155343	0.136195	0.0320554	0.276417	1.44148e-10	0.00426034	0.069696	0.434515	0.671515	N/A	0.146394	0.0628423	0.511871	0.746003	0.67708	0.715688	0.682049	0.213703	0.535725
OG0000199	4.71607e-10	0.04859	0.00140599	0.055774	0.0024469	0.000780703	0.0224718	0.0301134	0.0846389	0.000594263	0.631356	N/A	0.0321862	0.733282	0.508943	0.708242	0.0893682	0.69842	0.00185407	0.818175	0.00914374
