Orthogroup	Artha	Cechi	Erjap	Glmax	Lyrho	Metru	Poten	Qumon	Setor	Vivin	Zeins	Total
OG0015880	0	1	1	0	0	1	0	2	0	2	1	8
OG0015881	0	1	0	2	0	1	0	0	1	2	1	8
OG0015882	0	1	0	3	0	2	0	0	1	0	1	8
OG0015883	0	1	1	1	0	1	0	0	1	2	1	8
OG0015884	0	1	1	1	1	0	0	1	1	2	0	8
OG0015885	0	1	0	1	1	1	1	1	0	1	1	8
OG0015886	0	2	0	0	1	0	2	1	0	2	0	8
OG0015887	0	1	1	1	0	1	1	1	1	1	0	8
OG0015888	0	1	0	1	1	1	0	1	0	2	1	8
OG0015889	0	3	0	2	0	0	0	0	1	0	2	8
OG0015890	0	1	0	0	0	3	0	1	1	1	1	8
OG0015891	0	1	1	2	1	0	1	1	1	0	0	8
OG0015892	0	1	2	0	0	0	2	1	0	2	0	8
OG0015893	0	1	0	0	1	0	2	1	0	2	1	8
OG0015894	0	1	1	0	0	1	0	1	1	2	1	8
OG0015895	0	1	2	0	1	1	2	0	0	1	0	8
OG0015896	0	1	0	2	1	1	1	0	1	0	1	8
OG0015897	0	1	0	1	0	1	1	2	1	0	1	8
OG0015898	0	2	0	1	1	2	0	0	1	0	1	8
OG0015899	0	1	2	0	0	1	1	1	0	0	2	8
OG0015900	0	1	1	2	0	1	0	2	0	0	1	8
OG0015901	0	1	0	1	0	1	2	0	0	3	0	8
OG0015902	0	3	0	0	0	1	1	0	0	3	0	8
OG0015903	0	3	0	0	1	0	1	0	0	3	0	8
OG0015904	0	1	0	1	1	2	0	0	2	0	1	8
OG0015905	0	1	0	0	2	1	0	0	0	3	1	8
OG0015906	0	1	0	2	0	1	0	2	0	0	2	8
OG0015907	0	1	2	0	1	2	1	0	0	1	0	8
OG0015908	0	1	0	0	3	4	0	0	0	0	0	8
OG0015909	0	2	0	0	0	0	2	3	0	0	1	8
OG0015910	0	2	0	0	0	0	1	1	1	3	0	8
OG0015911	0	1	1	2	1	1	0	0	0	1	1	8
OG0015912	0	1	0	0	0	3	0	1	1	0	2	8
OG0015913	0	1	2	2	0	1	0	1	1	0	0	8
OG0015914	0	1	1	0	2	1	1	1	0	1	0	8
OG0015915	0	2	0	1	0	1	0	3	0	0	1	8
OG0015916	0	1	0	0	1	1	1	1	1	1	1	8
OG0015917	0	1	0	1	2	1	1	0	1	0	1	8
OG0015918	0	1	0	1	1	1	0	0	1	2	1	8
OG0015919	0	1	2	1	1	2	0	0	0	0	1	8
OG0015920	0	1	0	1	1	1	1	1	1	0	1	8
OG0015921	0	1	0	0	0	1	1	1	1	2	1	8
OG0015922	0	1	0	1	0	1	1	1	0	2	1	8
OG0015923	0	1	1	2	1	1	0	0	1	0	1	8
OG0015924	0	1	1	1	1	0	0	1	1	2	0	8
OG0015925	0	1	0	0	0	0	0	3	0	0	4	8
OG0015926	0	1	0	2	1	1	1	0	1	0	1	8
OG0015927	0	1	0	0	1	0	0	1	1	3	1	8
OG0015928	0	1	0	2	2	1	0	0	0	0	2	8
OG0015929	0	1	0	4	0	0	1	0	2	0	0	8
OG0015930	0	1	0	0	7	0	0	0	0	0	0	8
OG0015931	0	1	2	0	0	0	0	2	0	2	1	8
OG0015932	0	1	1	0	1	0	0	1	1	2	1	8
OG0015933	0	2	0	1	0	0	0	0	1	4	0	8
OG0015934	0	2	0	1	0	2	0	0	1	1	1	8
OG0015935	0	1	0	1	0	1	0	0	0	4	1	8
OG0015936	0	4	0	0	4	0	0	0	0	0	0	8
OG0015937	0	1	1	2	1	0	0	1	1	0	1	8
OG0015938	0	1	0	1	0	1	1	0	0	2	2	8
OG0015939	0	1	1	2	1	1	0	1	1	0	0	8
OG0015940	0	1	0	1	0	1	1	0	1	2	1	8
OG0015941	0	1	0	0	2	0	3	0	1	0	1	8
OG0015942	0	1	0	2	1	1	0	1	1	0	1	8
OG0015943	0	1	0	1	0	1	1	1	0	2	1	8
OG0015944	0	1	0	0	0	1	1	1	1	1	2	8
OG0015945	0	1	1	0	1	0	0	1	1	2	1	8
OG0015946	0	1	0	0	0	0	0	0	0	7	0	8
OG0015947	0	1	0	0	1	6	0	0	0	0	0	8
OG0015948	0	1	1	0	1	0	0	1	1	2	1	8
OG0015949	0	1	1	1	0	1	1	0	0	2	1	8
OG0015950	0	1	0	1	0	1	0	1	0	3	1	8
OG0015951	0	1	1	1	1	0	0	0	2	1	1	8
OG0015952	0	1	0	0	1	0	0	0	0	6	0	8
OG0015953	0	1	0	0	5	0	0	0	2	0	0	8
OG0015954	0	2	0	0	6	0	0	0	0	0	0	8
OG0015955	0	1	0	0	0	5	2	0	0	0	0	8
OG0015956	0	1	0	0	0	6	1	0	0	0	0	8
OG0015957	0	1	1	0	0	2	1	1	1	0	1	8
OG0015958	0	1	2	2	0	2	0	0	0	0	1	8
OG0015959	0	1	0	0	0	0	2	1	0	2	2	8
OG0015960	0	1	2	1	0	2	1	0	0	0	1	8
OG0015961	0	1	0	1	0	1	1	1	0	2	1	8
OG0015962	0	1	0	0	0	0	2	3	0	2	0	8
OG0015963	0	1	3	0	0	1	0	1	1	0	1	8
OG0015964	0	1	0	3	0	3	0	0	0	0	1	8
OG0015965	0	5	2	0	0	0	0	0	0	0	1	8
OG0015966	0	1	0	0	0	0	0	5	0	2	0	8
OG0015967	0	1	1	1	0	1	0	1	1	1	1	8
OG0015968	0	1	0	2	0	1	0	0	1	2	1	8
OG0015969	0	1	2	0	0	1	0	1	1	2	0	8
OG0015970	0	1	0	0	1	1	1	1	1	0	2	8
OG0015971	0	2	0	0	0	0	0	1	0	5	0	8
OG0015972	0	1	1	0	0	0	1	1	0	3	1	8
OG0015973	0	0	7	0	0	0	0	1	0	0	0	8
OG0015974	0	0	7	0	0	1	0	0	0	0	0	8
OG0015975	0	0	3	0	0	0	0	1	0	4	0	8
OG0015976	0	0	1	2	0	1	0	1	0	2	1	8
OG0015977	0	0	1	0	0	0	0	0	0	7	0	8
OG0015978	0	0	4	1	0	0	0	0	0	2	1	8
OG0015979	0	0	8	0	0	0	0	0	0	0	0	8
OG0015980	0	0	1	0	7	0	0	0	0	0	0	8
OG0015981	0	0	8	0	0	0	0	0	0	0	0	8
OG0015982	0	0	1	1	1	0	0	1	0	4	0	8
OG0015983	0	0	7	0	0	0	1	0	0	0	0	8
OG0015984	0	0	8	0	0	0	0	0	0	0	0	8
OG0015985	0	0	7	0	0	1	0	0	0	0	0	8
OG0015986	0	0	1	0	0	0	0	1	0	6	0	8
OG0015987	0	0	8	0	0	0	0	0	0	0	0	8
OG0015988	0	0	8	0	0	0	0	0	0	0	0	8
OG0015989	0	0	1	0	0	0	0	5	0	2	0	8
OG0015990	0	0	4	0	0	0	0	0	3	0	1	8
OG0015991	0	0	8	0	0	0	0	0	0	0	0	8
OG0015992	0	0	8	0	0	0	0	0	0	0	0	8
OG0015993	0	0	7	0	0	0	0	1	0	0	0	8
OG0015994	0	0	2	0	1	0	1	0	0	3	1	8
OG0015995	0	0	8	0	0	0	0	0	0	0	0	8
OG0015996	0	0	2	0	0	0	2	0	1	2	1	8
OG0015997	0	0	8	0	0	0	0	0	0	0	0	8
OG0015998	0	0	2	1	0	1	0	1	1	2	0	8
OG0015999	0	0	5	0	0	1	0	0	2	0	0	8
OG0016000	0	0	1	0	1	0	0	0	0	6	0	8
OG0016001	0	0	1	0	0	1	0	1	0	5	0	8
OG0016002	0	0	2	0	1	0	0	1	1	2	1	8
OG0016003	0	0	1	0	0	1	0	0	2	3	1	8
OG0016004	0	0	8	0	0	0	0	0	0	0	0	8
OG0016005	0	0	2	0	1	1	0	2	0	2	0	8
OG0016006	0	0	8	0	0	0	0	0	0	0	0	8
OG0016007	0	0	2	0	0	2	2	0	0	0	2	8
OG0016008	0	0	4	0	0	0	0	2	0	2	0	8
OG0016009	0	0	3	0	0	0	0	3	0	2	0	8
OG0016010	0	0	5	0	0	0	0	1	0	2	0	8
OG0016011	0	0	2	0	0	0	0	3	0	3	0	8
OG0016012	0	0	1	0	0	0	0	3	1	3	0	8
OG0016013	0	0	2	0	1	1	0	2	0	1	1	8
OG0016014	0	0	1	2	0	0	1	1	1	2	0	8
OG0016015	0	0	1	0	1	1	0	1	1	2	1	8
OG0016016	0	0	2	0	0	6	0	0	0	0	0	8
OG0016017	0	0	1	0	1	0	0	1	0	5	0	8
OG0016018	0	0	1	1	1	1	0	0	1	2	1	8
OG0016019	0	0	2	0	0	0	2	1	0	2	1	8
OG0016020	0	0	1	0	0	0	0	7	0	0	0	8
OG0016021	0	0	2	0	0	1	0	1	1	2	1	8
OG0016022	0	0	1	2	1	1	0	0	0	2	1	8
OG0016023	0	0	1	1	0	0	0	1	1	4	0	8
OG0016024	0	0	1	0	0	0	0	0	0	7	0	8
OG0016025	0	0	1	1	0	0	0	1	1	4	0	8
OG0016026	0	0	1	2	1	0	0	0	1	2	1	8
OG0016027	0	0	1	2	0	0	2	0	0	0	3	8
OG0016028	0	0	1	0	0	0	0	6	0	0	1	8
OG0016029	0	0	2	2	0	1	0	1	0	1	1	8
OG0016030	0	0	2	1	0	0	1	2	2	0	0	8
OG0016031	0	0	2	2	1	0	0	1	0	2	0	8
OG0016032	0	0	1	3	0	0	1	0	0	2	1	8
OG0016033	0	0	1	0	1	0	1	4	0	1	0	8
OG0016034	0	0	1	0	0	1	0	0	2	1	3	8
OG0016035	0	0	1	0	5	0	0	2	0	0	0	8
OG0016036	0	0	0	8	0	0	0	0	0	0	0	8
OG0016037	0	0	0	8	0	0	0	0	0	0	0	8
OG0016038	0	0	0	1	0	0	0	0	0	7	0	8
OG0016039	0	0	0	3	0	2	1	1	1	0	0	8
OG0016040	0	0	0	6	2	0	0	0	0	0	0	8
OG0016041	0	0	0	8	0	0	0	0	0	0	0	8
OG0016042	0	0	0	2	3	0	0	0	0	3	0	8
OG0016043	0	0	0	2	0	2	0	0	3	0	1	8
OG0016044	0	0	0	7	0	0	0	0	0	1	0	8
OG0016045	0	0	0	8	0	0	0	0	0	0	0	8
OG0016046	0	0	0	3	0	2	0	0	0	0	3	8
OG0016047	0	0	0	1	4	1	0	0	0	0	2	8
OG0016048	0	0	0	1	0	5	0	0	0	1	1	8
OG0016049	0	0	0	8	0	0	0	0	0	0	0	8
OG0016050	0	0	0	5	0	1	0	0	1	0	1	8
OG0016051	0	0	0	8	0	0	0	0	0	0	0	8
OG0016052	0	0	0	4	1	1	0	0	0	0	2	8
OG0016053	0	0	0	3	0	1	0	0	2	0	2	8
OG0016054	0	0	0	6	0	0	0	0	2	0	0	8
OG0016055	0	0	0	5	0	3	0	0	0	0	0	8
OG0016056	0	0	0	1	1	4	0	0	2	0	0	8
OG0016057	0	0	0	1	4	1	0	0	2	0	0	8
OG0016058	0	0	0	6	0	1	0	0	1	0	0	8
OG0016059	0	0	0	2	0	1	1	1	1	1	1	8
OG0016060	0	0	0	8	0	0	0	0	0	0	0	8
OG0016061	0	0	0	1	0	0	2	0	1	2	2	8
OG0016062	0	0	0	5	0	3	0	0	0	0	0	8
OG0016063	0	0	0	1	1	0	2	1	0	2	1	8
OG0016064	0	0	0	2	5	1	0	0	0	0	0	8
OG0016065	0	0	0	1	1	1	0	2	1	2	0	8
OG0016066	0	0	0	6	0	0	1	0	1	0	0	8
OG0016067	0	0	0	1	1	0	0	0	4	0	2	8
OG0016068	0	0	0	3	0	0	4	0	0	0	1	8
OG0016069	0	0	0	1	0	0	4	0	1	2	0	8
OG0016070	0	0	0	1	0	6	0	0	0	0	1	8
OG0016071	0	0	0	1	2	2	1	0	0	0	2	8
OG0016072	0	0	0	1	0	0	0	7	0	0	0	8
OG0016073	0	0	0	1	1	1	0	0	1	3	1	8
OG0016074	0	0	0	1	0	0	0	0	1	6	0	8
OG0016075	0	0	0	0	5	1	0	0	2	0	0	8
OG0016076	0	0	0	0	4	0	0	0	2	0	2	8
OG0016077	0	0	0	0	8	0	0	0	0	0	0	8
OG0016078	0	0	0	0	7	0	0	0	0	1	0	8
OG0016079	0	0	0	0	6	2	0	0	0	0	0	8
OG0016080	0	0	0	0	5	0	0	0	0	3	0	8
OG0016081	0	0	0	0	8	0	0	0	0	0	0	8
OG0016082	0	0	0	0	6	0	0	2	0	0	0	8
OG0016083	0	0	0	0	3	4	0	0	1	0	0	8
OG0016084	0	0	0	0	8	0	0	0	0	0	0	8
OG0016085	0	0	0	0	8	0	0	0	0	0	0	8
OG0016086	0	0	0	0	8	0	0	0	0	0	0	8
OG0016087	0	0	0	0	6	0	0	0	0	2	0	8
OG0016088	0	0	0	0	6	2	0	0	0	0	0	8
OG0016089	0	0	0	0	1	0	1	0	1	5	0	8
OG0016090	0	0	0	0	3	3	0	0	1	1	0	8
OG0016091	0	0	0	0	3	1	1	1	0	2	0	8
OG0016092	0	0	0	0	8	0	0	0	0	0	0	8
OG0016093	0	0	0	0	5	0	0	0	1	2	0	8
OG0016094	0	0	0	0	8	0	0	0	0	0	0	8
OG0016095	0	0	0	0	1	0	2	0	0	5	0	8
OG0016096	0	0	0	0	8	0	0	0	0	0	0	8
OG0016097	0	0	0	0	3	1	1	3	0	0	0	8
OG0016098	0	0	0	0	3	1	1	0	2	1	0	8
OG0016099	0	0	0	0	1	0	2	1	1	1	2	8
OG0016100	0	0	0	0	6	0	0	0	0	2	0	8
OG0016101	0	0	0	0	1	0	0	1	0	6	0	8
OG0016102	0	0	0	0	1	4	0	0	0	3	0	8
OG0016103	0	0	0	0	1	1	1	0	0	5	0	8
OG0016104	0	0	0	0	4	1	0	1	0	0	2	8
OG0016105	0	0	0	0	1	0	1	0	0	6	0	8
OG0016106	0	0	0	0	1	2	2	0	1	2	0	8
OG0016107	0	0	0	0	1	0	1	1	2	2	1	8
OG0016108	0	0	0	0	1	1	1	0	1	0	4	8
OG0016109	0	0	0	0	0	8	0	0	0	0	0	8
OG0016110	0	0	0	0	0	5	1	1	0	0	1	8
OG0016111	0	0	0	0	0	1	0	0	0	7	0	8
OG0016112	0	0	0	0	0	7	1	0	0	0	0	8
OG0016113	0	0	0	0	0	8	0	0	0	0	0	8
OG0016114	0	0	0	0	0	4	0	0	2	0	2	8
OG0016115	0	0	0	0	0	8	0	0	0	0	0	8
OG0016116	0	0	0	0	0	8	0	0	0	0	0	8
OG0016117	0	0	0	0	0	8	0	0	0	0	0	8
OG0016118	0	0	0	0	0	3	4	0	1	0	0	8
OG0016119	0	0	0	0	0	1	0	0	7	0	0	8
OG0016120	0	0	0	0	0	3	1	0	0	3	1	8
OG0016121	0	0	0	0	0	6	0	1	0	1	0	8
OG0016122	0	0	0	0	0	8	0	0	0	0	0	8
OG0016123	0	0	0	0	0	1	0	0	5	2	0	8
OG0016124	0	0	0	0	0	8	0	0	0	0	0	8
OG0016125	0	0	0	0	0	8	0	0	0	0	0	8
OG0016126	0	0	0	0	0	8	0	0	0	0	0	8
OG0016127	0	0	0	0	0	8	0	0	0	0	0	8
OG0016128	0	0	0	0	0	8	0	0	0	0	0	8
OG0016129	0	0	0	0	0	3	1	0	1	3	0	8
OG0016130	0	0	0	0	0	8	0	0	0	0	0	8
OG0016131	0	0	0	0	0	7	1	0	0	0	0	8
OG0016132	0	0	0	0	0	1	0	0	0	6	1	8
OG0016133	0	0	0	0	0	8	0	0	0	0	0	8
OG0016134	0	0	0	0	0	1	0	2	5	0	0	8
OG0016135	0	0	0	0	0	0	8	0	0	0	0	8
OG0016136	0	0	0	0	0	0	1	0	1	6	0	8
OG0016137	0	0	0	0	0	0	1	0	1	6	0	8
OG0016138	0	0	0	0	0	0	1	0	0	7	0	8
OG0016139	0	0	0	0	0	0	1	0	0	7	0	8
OG0016140	0	0	0	0	0	0	2	1	5	0	0	8
OG0016141	0	0	0	0	0	0	1	2	1	4	0	8
OG0016142	0	0	0	0	0	0	0	1	2	4	1	8
OG0016143	0	0	0	0	0	0	0	8	0	0	0	8
OG0016144	0	0	0	0	0	0	0	8	0	0	0	8
OG0016145	0	0	0	0	0	0	0	8	0	0	0	8
OG0016146	0	0	0	0	0	0	0	8	0	0	0	8
OG0016147	0	0	0	0	0	0	0	8	0	0	0	8
OG0016148	0	0	0	0	0	0	0	8	0	0	0	8
OG0016149	0	0	0	0	0	0	0	8	0	0	0	8
OG0016150	0	0	0	0	0	0	0	6	0	2	0	8
OG0016151	0	0	0	0	0	0	0	8	0	0	0	8
OG0016152	0	0	0	0	0	0	0	8	0	0	0	8
OG0016153	0	0	0	0	0	0	0	8	0	0	0	8
OG0016154	0	0	0	0	0	0	0	8	0	0	0	8
OG0016155	0	0	0	0	0	0	0	3	1	4	0	8
OG0016156	0	0	0	0	0	0	0	8	0	0	0	8
OG0016157	0	0	0	0	0	0	0	8	0	0	0	8
OG0016158	0	0	0	0	0	0	0	8	0	0	0	8
OG0016159	0	0	0	0	0	0	0	7	0	1	0	8
OG0016160	0	0	0	0	0	0	0	8	0	0	0	8
OG0016161	0	0	0	0	0	0	0	8	0	0	0	8
OG0016162	0	0	0	0	0	0	0	7	0	1	0	8
OG0016163	0	0	0	0	0	0	0	1	6	1	0	8
OG0016164	0	0	0	0	0	0	0	8	0	0	0	8
OG0016165	0	0	0	0	0	0	0	4	0	4	0	8
OG0016166	0	0	0	0	0	0	0	8	0	0	0	8
OG0016167	0	0	0	0	0	0	0	2	0	6	0	8
OG0016168	0	0	0	0	0	0	0	8	0	0	0	8
OG0016169	0	0	0	0	0	0	0	8	0	0	0	8
OG0016170	0	0	0	0	0	0	0	8	0	0	0	8
OG0016171	0	0	0	0	0	0	0	8	0	0	0	8
OG0016172	0	0	0	0	0	0	0	8	0	0	0	8
OG0016173	0	0	0	0	0	0	0	7	0	1	0	8
OG0016174	0	0	0	0	0	0	0	8	0	0	0	8
OG0016175	0	0	0	0	0	0	0	3	0	5	0	8
OG0016176	0	0	0	0	0	0	0	8	0	0	0	8
OG0016177	0	0	0	0	0	0	0	8	0	0	0	8
OG0016178	0	0	0	0	0	0	0	7	0	1	0	8
OG0016179	0	0	0	0	0	0	0	2	0	5	1	8
OG0016180	0	0	0	0	0	0	0	8	0	0	0	8
OG0016181	0	0	0	0	0	0	0	8	0	0	0	8
OG0016182	0	0	0	0	0	0	0	4	0	4	0	8
OG0016183	0	0	0	0	0	0	0	1	1	6	0	8
OG0016184	0	0	0	0	0	0	0	8	0	0	0	8
OG0016185	0	0	0	0	0	0	0	0	8	0	0	8
OG0016186	0	0	0	0	0	0	0	0	8	0	0	8
OG0016187	0	0	0	0	0	0	0	0	8	0	0	8
OG0016188	0	0	0	0	0	0	0	0	8	0	0	8
OG0016189	0	0	0	0	0	0	0	0	8	0	0	8
OG0016190	0	0	0	0	0	0	0	0	8	0	0	8
OG0016191	0	0	0	0	0	0	0	0	8	0	0	8
OG0016192	0	0	0	0	0	0	0	0	8	0	0	8
OG0016193	0	0	0	0	0	0	0	0	8	0	0	8
OG0016194	0	0	0	0	0	0	0	0	8	0	0	8
OG0016195	0	0	0	0	0	0	0	0	8	0	0	8
OG0016196	0	0	0	0	0	0	0	0	1	6	1	8
OG0016197	0	0	0	0	0	0	0	0	8	0	0	8
OG0016198	0	0	0	0	0	0	0	0	1	7	0	8
OG0016199	0	0	0	0	0	0	0	0	8	0	0	8
OG0016200	0	0	0	0	0	0	0	0	8	0	0	8
OG0016201	0	0	0	0	0	0	0	0	8	0	0	8
OG0016202	0	0	0	0	0	0	0	0	8	0	0	8
OG0016203	0	0	0	0	0	0	0	0	8	0	0	8
OG0016204	0	0	0	0	0	0	0	0	8	0	0	8
OG0016205	0	0	0	0	0	0	0	0	8	0	0	8
OG0016206	0	0	0	0	0	0	0	0	8	0	0	8
OG0016207	0	0	0	0	0	0	0	0	8	0	0	8
OG0016208	0	0	0	0	0	0	0	0	8	0	0	8
OG0016209	0	0	0	0	0	0	0	0	8	0	0	8
OG0016210	0	0	0	0	0	0	0	0	8	0	0	8
OG0016211	0	0	0	0	0	0	0	0	4	0	4	8
OG0016212	0	0	0	0	0	0	0	0	8	0	0	8
OG0016213	0	0	0	0	0	0	0	0	8	0	0	8
OG0016214	0	0	0	0	0	0	0	0	1	7	0	8
OG0016215	0	0	0	0	0	0	0	0	8	0	0	8
OG0016216	0	0	0	0	0	0	0	0	8	0	0	8
OG0016217	0	0	0	0	0	0	0	0	8	0	0	8
OG0016218	0	0	0	0	0	0	0	0	1	7	0	8
OG0016219	0	0	0	0	0	0	0	0	8	0	0	8
OG0016220	0	0	0	0	0	0	0	0	0	8	0	8
OG0016221	0	0	0	0	0	0	0	0	0	8	0	8
OG0016222	0	0	0	0	0	0	0	0	0	8	0	8
OG0016223	0	0	0	0	0	0	0	0	0	8	0	8
OG0016224	0	0	0	0	0	0	0	0	0	8	0	8
OG0016225	0	0	0	0	0	0	0	0	0	8	0	8
OG0016226	0	0	0	0	0	0	0	0	0	8	0	8
OG0016227	0	0	0	0	0	0	0	0	0	8	0	8
OG0016228	0	0	0	0	0	0	0	0	0	8	0	8
OG0016229	0	0	0	0	0	0	0	0	0	8	0	8
OG0016230	0	0	0	0	0	0	0	0	0	8	0	8
OG0016231	0	0	0	0	0	0	0	0	0	8	0	8
OG0016232	0	0	0	0	0	0	0	0	0	8	0	8
OG0016233	0	0	0	0	0	0	0	0	0	8	0	8
OG0016234	0	0	0	0	0	0	0	0	0	8	0	8
OG0016235	0	0	0	0	0	0	0	0	0	8	0	8
OG0016236	0	0	0	0	0	0	0	0	0	8	0	8
OG0016237	0	0	0	0	0	0	0	0	0	8	0	8
OG0016238	0	0	0	0	0	0	0	0	0	8	0	8
OG0016239	0	0	0	0	0	0	0	0	0	8	0	8
OG0016240	0	0	0	0	0	0	0	0	0	8	0	8
OG0016241	0	0	0	0	0	0	0	0	0	8	0	8
OG0016242	0	0	0	0	0	0	0	0	0	8	0	8
OG0016243	0	0	0	0	0	0	0	0	0	8	0	8
OG0016244	0	0	0	0	0	0	0	0	0	8	0	8
OG0016245	0	0	0	0	0	0	0	0	0	7	1	8
OG0016246	0	0	0	0	0	0	0	0	0	8	0	8
OG0016247	0	0	0	0	0	0	0	0	0	8	0	8
OG0016248	0	0	0	0	0	0	0	0	0	8	0	8
OG0016249	0	0	0	0	0	0	0	0	0	8	0	8
OG0016250	0	0	0	0	0	0	0	0	0	8	0	8
OG0016251	0	0	0	0	0	0	0	0	0	8	0	8
OG0016252	0	0	0	0	0	0	0	0	0	8	0	8
OG0016253	0	0	0	0	0	0	0	0	0	8	0	8
OG0016254	0	0	0	0	0	0	0	0	0	8	0	8
OG0016255	0	0	0	0	0	0	0	0	0	8	0	8
OG0016256	0	0	0	0	0	0	0	0	0	8	0	8
OG0016257	0	0	0	0	0	0	0	0	0	7	1	8
OG0016258	0	0	0	0	0	0	0	0	0	8	0	8
OG0016259	0	0	0	0	0	0	0	0	0	0	8	8
OG0016260	0	0	0	0	0	0	0	0	0	0	8	8
OG0016261	1	0	0	1	0	5	0	0	0	0	0	7
OG0016262	1	0	0	1	0	4	0	1	0	0	0	7
OG0016263	1	0	0	1	1	4	0	0	0	0	0	7
OG0016264	7	0	0	0	0	0	0	0	0	0	0	7
OG0016265	7	0	0	0	0	0	0	0	0	0	0	7
OG0016266	2	0	2	0	0	0	0	1	0	2	0	7
OG0016267	7	0	0	0	0	0	0	0	0	0	0	7
OG0016268	7	0	0	0	0	0	0	0	0	0	0	7
OG0016269	1	0	1	0	0	0	1	1	0	3	0	7
OG0016270	7	0	0	0	0	0	0	0	0	0	0	7
OG0016271	7	0	0	0	0	0	0	0	0	0	0	7
OG0016272	7	0	0	0	0	0	0	0	0	0	0	7
OG0016273	7	0	0	0	0	0	0	0	0	0	0	7
OG0016274	4	0	0	0	0	0	0	1	0	2	0	7
OG0016275	7	0	0	0	0	0	0	0	0	0	0	7
OG0016276	1	0	0	0	0	1	0	1	1	2	1	7
OG0016277	7	0	0	0	0	0	0	0	0	0	0	7
OG0016278	1	0	0	1	0	1	1	1	0	1	1	7
OG0016279	7	0	0	0	0	0	0	0	0	0	0	7
OG0016280	7	0	0	0	0	0	0	0	0	0	0	7
OG0016281	7	0	0	0	0	0	0	0	0	0	0	7
OG0016282	7	0	0	0	0	0	0	0	0	0	0	7
OG0016283	1	0	4	0	0	1	1	0	0	0	0	7
OG0016284	1	0	1	1	0	1	1	0	1	0	1	7
OG0016285	1	2	0	0	1	0	0	1	1	0	1	7
OG0016286	1	1	0	2	0	1	0	0	0	0	2	7
OG0016287	7	0	0	0	0	0	0	0	0	0	0	7
OG0016288	1	0	0	0	1	0	0	2	0	3	0	7
OG0016289	1	0	0	0	0	1	2	2	0	1	0	7
OG0016290	1	0	0	6	0	0	0	0	0	0	0	7
OG0016291	1	0	0	1	0	3	1	1	0	0	0	7
OG0016292	7	0	0	0	0	0	0	0	0	0	0	7
OG0016293	1	0	2	0	0	1	0	1	1	0	1	7
OG0016294	7	0	0	0	0	0	0	0	0	0	0	7
OG0016295	3	0	1	0	0	0	0	3	0	0	0	7
OG0016296	7	0	0	0	0	0	0	0	0	0	0	7
OG0016297	1	1	0	0	2	0	0	1	1	1	0	7
OG0016298	7	0	0	0	0	0	0	0	0	0	0	7
OG0016299	7	0	0	0	0	0	0	0	0	0	0	7
OG0016300	2	1	2	0	0	0	0	0	1	0	1	7
OG0016301	1	1	2	1	0	0	0	1	0	0	1	7
OG0016302	1	0	0	0	0	4	0	0	0	2	0	7
OG0016303	1	0	0	0	0	0	1	2	2	0	1	7
OG0016304	1	0	1	0	0	0	2	1	0	2	0	7
OG0016305	7	0	0	0	0	0	0	0	0	0	0	7
OG0016306	7	0	0	0	0	0	0	0	0	0	0	7
OG0016307	2	0	1	0	0	3	0	0	0	0	1	7
OG0016308	7	0	0	0	0	0	0	0	0	0	0	7
OG0016309	1	1	0	0	0	0	1	0	1	2	1	7
OG0016310	1	0	0	1	0	1	1	1	0	1	1	7
OG0016311	1	0	1	0	0	0	1	2	0	2	0	7
OG0016312	1	1	0	0	0	2	0	0	3	0	0	7
OG0016313	7	0	0	0	0	0	0	0	0	0	0	7
OG0016314	7	0	0	0	0	0	0	0	0	0	0	7
OG0016315	1	0	2	0	0	0	0	1	0	3	0	7
OG0016316	1	1	2	0	0	0	0	1	0	2	0	7
OG0016317	7	0	0	0	0	0	0	0	0	0	0	7
OG0016318	7	0	0	0	0	0	0	0	0	0	0	7
OG0016319	1	0	0	1	0	1	0	0	1	2	1	7
OG0016320	1	0	2	0	0	0	2	1	0	1	0	7
OG0016321	4	0	1	0	0	0	0	0	0	2	0	7
OG0016322	1	1	0	0	0	2	0	0	0	1	2	7
OG0016323	2	0	0	0	0	4	0	0	1	0	0	7
OG0016324	2	0	2	0	0	0	0	1	0	2	0	7
OG0016325	1	0	3	0	0	0	0	1	0	2	0	7
OG0016326	7	0	0	0	0	0	0	0	0	0	0	7
OG0016327	3	1	2	0	0	0	0	1	0	0	0	7
OG0016328	7	0	0	0	0	0	0	0	0	0	0	7
OG0016329	1	0	2	0	0	0	2	1	1	0	0	7
OG0016330	7	0	0	0	0	0	0	0	0	0	0	7
OG0016331	1	1	0	1	1	1	0	0	0	0	2	7
OG0016332	7	0	0	0	0	0	0	0	0	0	0	7
OG0016333	1	1	0	1	0	1	2	0	0	0	1	7
OG0016334	2	0	1	0	0	0	0	3	0	1	0	7
OG0016335	1	1	1	0	0	0	1	1	1	1	0	7
OG0016336	7	0	0	0	0	0	0	0	0	0	0	7
OG0016337	1	1	0	1	0	0	0	1	1	1	1	7
OG0016338	1	1	2	1	0	0	0	1	1	0	0	7
OG0016339	1	1	1	1	0	1	1	0	0	1	0	7
OG0016340	1	1	1	1	0	0	0	0	1	2	0	7
OG0016341	7	0	0	0	0	0	0	0	0	0	0	7
OG0016342	2	0	2	0	0	0	0	1	0	2	0	7
OG0016343	1	0	1	2	1	1	0	0	0	1	0	7
