Orthogroup	Artha	Cechi	Erjap	Glmax	Lyrho	Metru	Poten	Qumon	Setor	Vivin	Zeins	Total
OG0001856	1	7	2	4	3	6	2	1	2	2	3	33
OG0001857	2	2	4	4	2	4	4	1	3	4	3	33
OG0001858	1	12	0	0	7	3	2	1	2	5	0	33
OG0001859	2	2	4	5	3	3	3	1	2	4	4	33
OG0001860	5	2	3	4	4	3	3	1	2	3	3	33
OG0001861	3	3	1	2	4	3	3	3	3	5	3	33
OG0001862	1	4	2	3	5	3	3	3	3	2	4	33
OG0001863	1	2	3	4	3	1	5	2	4	4	4	33
OG0001864	5	1	4	4	2	2	4	2	1	6	2	33
OG0001865	1	3	1	4	1	3	3	3	3	6	5	33
OG0001866	1	2	2	3	3	2	8	3	1	5	3	33
OG0001867	1	2	3	6	1	4	4	1	3	4	4	33
OG0001868	1	3	3	5	3	3	3	1	4	4	3	33
OG0001869	2	2	4	3	2	3	5	2	2	5	3	33
OG0001870	1	2	3	8	3	3	3	1	2	3	4	33
OG0001871	0	1	0	7	6	3	3	6	0	5	2	33
OG0001872	0	1	0	2	0	24	0	1	1	2	2	33
OG0001873	0	2	2	3	4	3	3	2	2	9	3	33
OG0001874	0	2	3	0	0	5	0	3	5	7	8	33
OG0001875	0	3	0	4	6	4	2	3	1	6	4	33
OG0001876	0	1	0	29	0	1	0	1	0	0	1	33
OG0001877	0	2	4	5	2	3	3	8	2	2	2	33
OG0001878	0	0	32	0	0	0	0	0	0	0	1	33
OG0001879	0	0	7	6	0	0	0	3	17	0	0	33
OG0001880	0	0	0	29	0	2	0	0	1	0	1	33
OG0001881	0	0	0	31	0	1	0	0	1	0	0	33
OG0001882	0	0	0	6	23	2	0	0	2	0	0	33
OG0001883	0	0	0	7	3	8	3	4	3	0	5	33
OG0001884	0	0	0	2	9	8	0	1	4	1	8	33
OG0001885	0	0	0	0	0	33	0	0	0	0	0	33
OG0001886	0	0	0	0	0	33	0	0	0	0	0	33
OG0001887	0	0	0	0	0	0	0	1	32	0	0	33
OG0001888	0	0	0	0	0	0	0	0	33	0	0	33
OG0001889	0	0	0	0	0	0	0	0	33	0	0	33
OG0001890	0	0	0	0	0	0	0	0	0	33	0	33
OG0001891	0	0	0	0	0	0	0	0	0	33	0	33
OG0001892	30	0	0	0	0	0	0	0	0	2	0	32
OG0001893	5	2	3	3	3	2	3	2	2	4	3	32
OG0001894	4	1	4	4	2	2	4	2	2	5	2	32
OG0001895	5	2	4	4	4	2	3	1	2	4	1	32
OG0001896	2	2	2	3	2	1	2	10	2	3	3	32
OG0001897	2	2	3	7	2	4	3	2	2	2	3	32
OG0001898	2	2	5	4	3	2	4	3	1	3	3	32
OG0001899	2	2	3	6	3	2	3	2	3	3	3	32
OG0001900	2	2	3	5	2	4	3	2	1	4	4	32
OG0001901	4	3	2	5	1	6	2	1	1	3	4	32
OG0001902	3	1	1	9	5	3	2	2	1	2	3	32
OG0001903	1	2	4	4	3	2	4	1	3	4	4	32
OG0001904	4	1	2	3	3	2	4	4	2	4	3	32
OG0001905	2	2	3	6	3	2	2	2	1	6	3	32
OG0001906	8	1	0	4	1	6	1	2	2	4	3	32
OG0001907	4	2	2	4	3	1	6	2	3	1	4	32
OG0001908	3	1	2	3	3	4	4	1	4	2	5	32
OG0001909	4	2	3	4	4	3	5	1	3	2	1	32
OG0001910	2	2	4	6	1	3	3	2	3	2	4	32
OG0001911	3	2	2	4	3	3	3	3	1	4	4	32
OG0001912	1	2	4	4	3	3	4	3	2	3	3	32
OG0001913	3	2	4	3	4	2	3	1	2	4	4	32
OG0001914	1	2	2	6	4	4	3	2	3	2	3	32
OG0001915	3	2	3	6	3	3	4	1	1	2	4	32
OG0001916	2	3	3	3	2	2	5	2	2	5	3	32
OG0001917	4	2	1	3	3	4	3	2	2	5	3	32
OG0001918	3	2	4	4	3	1	3	3	2	3	4	32
OG0001919	4	1	3	4	3	1	3	2	3	4	4	32
OG0001920	3	1	5	3	0	2	5	2	2	6	3	32
OG0001921	4	0	0	26	0	2	0	0	0	0	0	32
OG0001922	2	6	2	3	3	2	2	3	2	4	3	32
OG0001923	3	2	2	5	4	2	5	1	2	3	3	32
OG0001924	2	2	3	4	3	5	3	2	2	4	2	32
OG0001925	2	2	1	4	3	10	3	1	1	2	3	32
OG0001926	2	3	4	3	3	2	3	4	1	4	3	32
OG0001927	5	3	1	5	1	4	4	2	0	4	3	32
OG0001928	3	3	1	3	0	2	1	7	1	5	6	32
OG0001929	3	2	4	3	2	1	4	3	2	4	4	32
OG0001930	3	2	4	7	0	2	3	2	1	5	3	32
OG0001931	1	3	1	5	3	3	3	3	3	4	3	32
OG0001932	2	1	3	3	1	6	4	5	0	7	0	32
OG0001933	3	1	2	4	5	1	3	3	2	2	6	32
OG0001934	2	2	4	4	3	2	3	3	2	4	3	32
OG0001935	2	2	3	2	1	2	0	12	1	3	4	32
OG0001936	3	2	2	7	3	3	2	2	4	2	2	32
OG0001937	3	2	3	6	0	2	4	2	2	5	3	32
OG0001938	1	2	4	4	3	3	3	4	2	4	2	32
OG0001939	2	2	3	5	3	3	4	3	3	2	2	32
OG0001940	3	2	1	5	2	3	5	2	3	4	2	32
OG0001941	3	2	4	4	3	2	3	2	1	4	4	32
OG0001942	3	1	2	5	2	3	6	2	2	4	2	32
OG0001943	8	1	4	4	2	1	3	2	2	3	2	32
OG0001944	3	1	4	4	2	2	5	2	2	5	2	32
OG0001945	2	1	2	3	1	4	2	3	2	8	4	32
OG0001946	1	2	3	5	4	4	2	2	3	3	3	32
OG0001947	2	2	2	5	4	3	2	2	3	4	3	32
OG0001948	2	3	4	4	3	4	3	1	3	2	3	32
OG0001949	6	2	2	2	4	4	3	2	2	2	3	32
OG0001950	5	2	1	6	2	2	5	1	2	2	4	32
OG0001951	4	1	2	5	2	5	3	3	2	4	1	32
OG0001952	3	2	4	4	3	3	3	2	1	3	4	32
OG0001953	6	2	2	6	3	3	2	2	1	3	2	32
OG0001954	3	2	3	3	3	2	2	2	3	4	5	32
OG0001955	4	2	4	4	3	2	3	1	2	4	3	32
OG0001956	4	2	3	4	3	4	3	2	2	2	3	32
OG0001957	2	2	3	3	0	3	6	4	2	4	3	32
OG0001958	3	1	2	4	3	2	5	1	2	7	2	32
OG0001959	2	2	3	5	0	3	5	2	2	4	4	32
OG0001960	3	3	2	4	2	3	2	3	2	5	3	32
OG0001961	3	1	4	4	0	1	5	2	2	6	4	32
OG0001962	3	1	2	5	0	4	2	2	6	3	4	32
OG0001963	3	1	5	4	0	3	7	2	2	3	2	32
OG0001964	2	2	3	4	3	2	3	2	2	7	2	32
OG0001965	3	2	3	2	2	2	5	2	3	4	4	32
OG0001966	1	2	4	3	5	6	2	2	2	2	3	32
OG0001967	3	2	4	6	2	3	1	2	2	3	4	32
OG0001968	7	2	2	3	2	7	3	1	1	2	2	32
OG0001969	1	2	4	4	3	2	3	2	4	3	4	32
OG0001970	3	2	4	6	1	3	2	2	2	3	4	32
OG0001971	4	2	4	4	2	4	2	3	1	2	4	32
OG0001972	2	2	3	4	2	2	3	2	3	6	3	32
OG0001973	3	2	2	6	3	2	4	1	2	3	4	32
OG0001974	2	2	2	5	2	2	4	3	2	6	2	32
OG0001975	3	2	4	4	2	3	2	2	3	3	4	32
OG0001976	2	2	2	4	4	3	2	2	4	3	4	32
OG0001977	1	1	4	6	3	3	4	2	3	2	3	32
OG0001978	6	1	2	7	2	4	3	2	2	2	1	32
OG0001979	3	2	2	4	3	2	4	2	2	4	4	32
OG0001980	3	2	3	4	3	3	3	2	3	3	3	32
OG0001981	5	1	4	4	2	2	1	3	2	5	3	32
OG0001982	4	2	3	2	3	3	3	1	3	4	4	32
OG0001983	2	2	1	3	4	4	2	3	4	3	4	32
OG0001984	2	2	2	3	2	1	3	2	4	6	5	32
OG0001985	3	1	4	4	3	2	6	2	2	4	1	32
OG0001986	2	2	2	6	3	3	2	2	3	4	3	32
OG0001987	1	2	4	5	2	3	4	2	2	4	3	32
OG0001988	1	2	4	6	4	3	2	2	1	4	3	32
OG0001989	2	2	1	5	2	11	2	1	1	2	3	32
OG0001990	1	2	4	4	1	2	5	3	3	4	3	32
OG0001991	1	2	4	7	0	3	3	3	2	4	3	32
OG0001992	2	3	3	6	0	5	3	2	2	3	3	32
OG0001993	5	3	2	4	2	3	3	2	3	2	3	32
OG0001994	3	2	4	4	2	2	3	2	1	5	4	32
OG0001995	3	2	5	6	2	4	3	1	1	1	4	32
OG0001996	1	2	2	6	3	2	3	2	2	5	4	32
OG0001997	2	2	4	4	3	8	1	3	2	0	3	32
OG0001998	1	2	4	5	2	3	2	2	1	8	2	32
OG0001999	2	1	3	2	3	9	3	2	2	2	3	32
OG0002000	1	1	2	2	1	1	2	1	2	17	2	32
OG0002001	1	2	2	6	3	3	5	2	3	2	3	32
OG0002002	1	0	0	3	1	21	1	1	1	2	1	32
OG0002003	7	2	2	4	2	3	3	3	2	2	2	32
OG0002004	2	2	4	4	2	2	1	2	2	7	4	32
OG0002005	1	3	2	6	1	4	4	2	1	4	4	32
OG0002006	2	2	4	4	3	3	4	2	3	2	3	32
OG0002007	1	2	5	4	3	2	3	2	3	5	2	32
OG0002008	0	2	4	3	3	4	4	2	1	5	4	32
OG0002009	0	22	0	0	0	2	0	1	7	0	0	32
OG0002010	0	3	0	2	3	3	0	6	1	12	2	32
OG0002011	0	1	7	4	0	2	0	3	2	8	5	32
OG0002012	0	1	5	4	5	1	1	3	3	4	5	32
OG0002013	0	2	1	3	3	3	0	6	2	9	3	32
OG0002014	0	1	0	3	4	3	2	3	3	12	1	32
OG0002015	0	1	0	10	0	18	0	0	3	0	0	32
OG0002016	0	1	3	0	9	1	0	0	9	0	9	32
OG0002017	0	2	3	5	3	13	1	2	1	2	0	32
OG0002018	0	1	3	5	3	10	2	0	4	0	4	32
OG0002019	0	0	2	7	3	0	0	5	0	13	2	32
OG0002020	0	0	0	31	0	0	0	1	0	0	0	32
OG0002021	0	0	0	0	32	0	0	0	0	0	0	32
OG0002022	0	0	0	0	18	8	4	2	0	0	0	32
OG0002023	0	0	0	0	0	0	32	0	0	0	0	32
OG0002024	0	0	0	0	0	0	0	32	0	0	0	32
OG0002025	0	0	0	0	0	0	0	5	27	0	0	32
OG0002026	0	0	0	0	0	0	0	31	0	1	0	32
OG0002027	0	0	0	0	0	0	0	0	32	0	0	32
OG0002028	0	0	0	0	0	0	0	0	0	32	0	32
OG0002029	0	0	0	0	0	0	0	0	0	32	0	32
OG0002030	0	0	0	0	0	0	0	0	0	32	0	32
OG0002031	4	2	3	3	3	2	2	2	4	3	3	31
OG0002032	4	2	2	4	0	3	5	1	3	4	3	31
OG0002033	1	2	3	4	3	2	4	2	2	4	4	31
OG0002034	2	2	4	6	3	2	3	2	2	1	4	31
OG0002035	4	2	2	6	3	3	4	1	1	3	2	31
OG0002036	2	2	1	4	0	3	3	8	2	2	4	31
OG0002037	2	2	5	4	2	2	2	2	3	4	3	31
OG0002038	5	2	1	4	1	4	3	4	2	3	2	31
OG0002039	5	0	4	4	2	1	5	2	2	4	2	31
OG0002040	3	2	4	4	3	1	2	3	2	4	3	31
OG0002041	2	1	4	4	3	2	5	2	2	4	2	31
OG0002042	1	1	2	6	4	2	3	2	4	3	3	31
OG0002043	1	1	4	3	3	2	5	3	3	3	3	31
OG0002044	5	1	1	6	3	3	3	2	2	3	2	31
OG0002045	3	2	4	4	2	3	4	1	2	3	3	31
OG0002046	5	3	2	2	1	3	2	3	2	6	2	31
OG0002047	3	3	1	4	4	4	3	4	1	3	1	31
OG0002048	4	1	2	5	4	3	1	0	3	3	5	31
OG0002049	1	1	4	4	0	4	2	2	3	5	5	31
OG0002050	3	2	4	4	5	3	3	1	2	1	3	31
OG0002051	3	2	6	4	0	2	1	3	1	7	2	31
OG0002052	4	1	4	4	0	2	4	2	2	4	4	31
OG0002053	2	1	11	3	1	1	2	1	1	7	1	31
OG0002054	3	2	2	4	2	5	3	2	2	2	4	31
OG0002055	5	1	4	5	3	3	2	1	1	4	2	31
OG0002056	2	3	3	4	2	2	3	2	3	3	4	31
OG0002057	3	2	3	3	3	1	2	2	3	5	4	31
OG0002058	2	2	4	5	1	3	5	2	4	2	1	31
OG0002059	5	1	4	4	2	2	3	2	3	3	2	31
OG0002060	3	2	0	5	3	3	3	1	4	4	3	31
OG0002061	3	2	3	5	1	1	0	7	1	2	6	31
OG0002062	6	1	2	6	2	3	5	1	2	2	1	31
OG0002063	3	3	2	4	3	2	5	1	2	4	2	31
OG0002064	1	0	0	0	0	0	0	0	0	30	0	31
OG0002065	2	3	4	4	1	6	0	2	2	4	3	31
OG0002066	3	2	4	4	2	2	3	1	3	4	3	31
OG0002067	3	2	3	3	1	2	2	3	3	6	3	31
OG0002068	3	2	3	5	2	2	4	2	3	3	2	31
OG0002069	1	3	2	4	2	5	1	1	2	8	2	31
OG0002070	3	3	5	5	1	3	2	2	1	2	4	31
OG0002071	5	2	2	4	1	2	2	4	2	5	2	31
OG0002072	2	4	3	1	1	7	2	4	1	4	2	31
OG0002073	2	2	5	4	0	2	3	4	3	2	4	31
OG0002074	2	2	2	5	1	4	3	2	2	4	4	31
OG0002075	2	1	2	4	4	5	4	2	2	3	2	31
OG0002076	2	1	2	3	9	1	1	2	1	8	1	31
OG0002077	5	3	2	0	3	2	4	2	2	4	4	31
OG0002078	3	2	2	7	2	2	3	4	1	1	4	31
OG0002079	2	2	4	4	2	3	3	2	2	4	3	31
OG0002080	2	0	4	4	1	2	6	2	2	3	5	31
OG0002081	2	2	3	5	1	2	3	3	2	5	3	31
OG0002082	5	2	2	4	2	2	3	1	2	5	3	31
OG0002083	2	1	4	3	1	4	6	2	2	4	2	31
OG0002084	3	3	2	3	4	3	5	2	1	4	1	31
OG0002085	1	1	0	0	0	1	2	23	1	1	1	31
OG0002086	2	2	1	3	1	8	5	1	0	6	2	31
OG0002087	2	1	4	7	2	1	8	1	2	1	2	31
OG0002088	4	1	4	4	2	2	4	2	3	2	3	31
OG0002089	6	1	2	4	3	2	3	2	3	2	3	31
OG0002090	4	2	3	3	3	2	3	2	1	6	2	31
OG0002091	1	2	3	4	4	2	2	3	2	6	2	31
OG0002092	4	3	2	3	2	3	5	3	1	2	3	31
OG0002093	2	2	3	4	3	2	3	2	2	4	4	31
OG0002094	3	2	2	6	3	3	0	3	2	5	2	31
OG0002095	2	2	3	6	2	2	2	5	1	3	3	31
OG0002096	2	2	4	4	0	2	4	3	2	5	3	31
OG0002097	6	2	4	3	1	3	4	2	1	3	2	31
OG0002098	3	2	4	4	3	2	1	2	2	4	4	31
OG0002099	3	1	2	8	2	6	2	1	2	2	2	31
OG0002100	3	2	3	4	4	3	3	3	3	2	1	31
OG0002101	2	1	2	7	1	3	4	1	1	5	4	31
OG0002102	1	2	4	4	3	2	4	2	2	5	2	31
OG0002103	2	2	4	3	3	5	0	5	1	3	3	31
OG0002104	4	1	3	4	0	2	7	2	1	4	3	31
OG0002105	3	2	0	3	3	4	1	5	1	4	5	31
OG0002106	3	1	4	5	2	2	1	2	3	4	4	31
OG0002107	3	2	3	3	3	7	1	3	2	1	3	31
OG0002108	2	2	2	6	2	3	2	2	3	4	3	31
OG0002109	3	2	4	6	3	1	3	1	2	2	4	31
OG0002110	3	2	2	3	3	2	4	2	4	2	4	31
OG0002111	1	2	3	6	3	3	3	2	3	2	3	31
OG0002112	3	2	3	3	2	3	3	3	1	4	4	31
OG0002113	2	3	2	3	1	3	4	0	3	6	4	31
OG0002114	5	2	2	3	3	2	4	2	3	3	2	31
OG0002115	1	2	3	6	3	2	2	2	3	3	4	31
OG0002116	2	2	4	4	1	3	4	1	2	4	4	31
OG0002117	2	3	2	3	3	8	2	3	0	3	2	31
OG0002118	3	1	3	2	1	2	2	6	3	6	2	31
OG0002119	3	2	2	5	3	3	3	2	2	3	3	31
OG0002120	4	1	0	2	2	4	4	3	2	7	2	31
OG0002121	3	1	2	5	2	3	3	2	3	4	3	31
OG0002122	3	2	3	3	4	2	3	2	3	2	4	31
OG0002123	1	2	4	4	2	2	4	1	2	6	3	31
OG0002124	2	1	2	3	2	5	3	6	2	3	2	31
OG0002125	4	1	2	4	2	2	4	3	2	5	2	31
OG0002126	2	2	2	6	4	4	3	1	1	3	3	31
OG0002127	2	3	1	5	3	3	3	3	1	4	3	31
OG0002128	2	4	3	3	1	6	1	4	1	4	2	31
OG0002129	1	2	2	4	4	3	4	2	2	4	3	31
OG0002130	1	3	5	4	4	1	4	2	2	3	2	31
OG0002131	3	1	4	4	3	2	3	2	2	3	4	31
OG0002132	1	2	3	5	3	3	3	2	1	4	4	31
OG0002133	2	2	3	5	3	3	4	1	1	3	4	31
OG0002134	3	2	2	4	2	2	2	2	3	5	4	31
OG0002135	2	2	2	5	4	2	2	2	3	5	2	31
OG0002136	4	3	3	5	2	2	3	2	2	4	1	31
OG0002137	1	2	4	3	3	1	5	3	2	6	1	31
OG0002138	1	2	3	4	3	2	4	2	4	3	3	31
OG0002139	2	2	4	4	2	3	2	2	3	4	3	31
OG0002140	1	1	2	5	3	4	6	1	3	3	2	31
OG0002141	2	2	4	5	2	2	3	2	2	5	2	31
OG0002142	1	2	5	4	4	2	2	2	3	2	4	31
OG0002143	3	2	3	3	3	2	4	2	2	3	4	31
OG0002144	3	2	4	4	3	2	3	2	1	3	4	31
OG0002145	1	1	3	1	0	0	2	5	0	18	0	31
OG0002146	1	2	4	4	2	2	3	3	2	5	3	31
OG0002147	1	3	2	3	2	3	2	7	2	3	3	31
OG0002148	1	2	4	4	1	6	4	5	1	2	1	31
OG0002149	1	2	3	4	2	2	5	2	2	4	4	31
OG0002150	4	2	2	4	2	2	8	2	1	2	2	31
OG0002151	0	2	1	5	2	7	2	1	4	4	3	31
OG0002152	0	4	1	7	8	1	1	0	3	2	4	31
OG0002153	0	1	3	1	1	0	0	25	0	0	0	31
OG0002154	0	2	1	0	2	3	0	1	0	10	12	31
OG0002155	0	1	0	0	28	2	0	0	0	0	0	31
OG0002156	0	1	0	2	2	1	2	0	22	0	1	31
OG0002157	0	2	0	3	4	9	0	0	8	0	5	31
OG0002158	0	3	3	6	1	3	4	5	3	2	1	31
OG0002159	0	2	1	3	3	5	2	3	1	8	3	31
OG0002160	0	1	0	17	2	7	0	4	0	0	0	31
OG0002161	0	0	1	1	7	19	0	0	1	0	2	31
OG0002162	0	0	31	0	0	0	0	0	0	0	0	31
OG0002163	0	0	31	0	0	0	0	0	0	0	0	31
OG0002164	0	0	31	0	0	0	0	0	0	0	0	31
OG0002165	0	0	31	0	0	0	0	0	0	0	0	31
OG0002166	0	0	1	1	20	0	0	0	2	0	7	31
OG0002167	0	0	1	0	0	0	0	0	30	0	0	31
OG0002168	0	0	0	9	1	16	0	0	0	0	5	31
OG0002169	0	0	0	0	0	30	0	0	0	0	1	31
OG0002170	0	0	0	0	0	0	31	0	0	0	0	31
OG0002171	0	0	0	0	0	0	0	31	0	0	0	31
OG0002172	0	0	0	0	0	0	0	0	31	0	0	31
OG0002173	0	0	0	0	0	0	0	0	31	0	0	31
OG0002174	0	0	0	0	0	0	0	0	31	0	0	31
OG0002175	0	0	0	0	0	0	0	0	0	31	0	31
OG0002176	1	1	0	1	18	5	1	0	1	2	0	30
OG0002177	2	2	4	6	1	2	3	2	1	2	5	30
OG0002178	4	2	3	3	4	2	3	2	1	3	3	30
OG0002179	9	1	3	2	3	1	1	2	1	4	3	30
OG0002180	2	2	6	4	1	1	5	2	2	3	2	30
OG0002181	3	2	3	5	2	2	2	2	2	3	4	30
OG0002182	3	2	2	4	3	2	4	1	2	3	4	30
OG0002183	5	2	3	4	2	3	2	2	2	2	3	30
OG0002184	7	1	3	3	2	2	2	2	2	2	4	30
OG0002185	3	2	6	4	2	2	7	1	1	1	1	30
OG0002186	6	2	3	2	2	2	3	2	1	3	4	30
OG0002187	3	2	4	4	2	2	2	2	1	5	3	30
OG0002188	2	1	2	4	4	2	4	2	2	3	4	30
OG0002189	2	2	4	4	3	2	3	1	3	3	3	30
OG0002190	3	1	2	7	1	2	6	1	2	3	2	30
OG0002191	3	1	3	6	2	2	4	1	2	4	2	30
OG0002192	4	2	2	4	3	2	2	1	3	4	3	30
OG0002193	5	2	2	3	3	2	3	2	1	4	3	30
OG0002194	4	2	3	6	0	3	3	1	3	3	2	30
OG0002195	4	2	2	5	2	3	3	2	1	3	3	30
OG0002196	2	2	2	5	3	3	3	2	3	3	2	30
OG0002197	4	1	4	4	1	2	4	2	2	4	2	30
OG0002198	1	2	4	6	2	3	5	1	1	2	3	30
OG0002199	2	1	3	5	2	5	4	2	2	2	2	30
OG0002200	4	2	4	4	4	1	5	2	2	1	1	30
OG0002201	2	2	4	5	2	2	3	1	2	2	5	30
OG0002202	2	2	3	3	1	6	3	3	2	4	1	30
OG0002203	4	2	2	5	2	3	2	2	2	3	3	30
OG0002204	2	3	6	2	2	1	5	2	1	4	2	30
OG0002205	2	1	3	5	1	2	4	2	4	4	2	30
OG0002206	2	2	3	4	3	1	2	2	2	5	4	30
OG0002207	3	2	4	3	3	2	3	1	3	2	4	30
OG0002208	4	3	2	4	3	2	1	3	3	3	2	30
OG0002209	3	2	2	3	3	2	3	2	2	4	4	30
OG0002210	4	2	2	4	3	2	4	1	2	3	3	30
OG0002211	2	1	3	4	2	2	5	2	2	4	3	30
OG0002212	9	2	1	2	1	3	1	1	1	5	4	30
OG0002213	1	3	2	2	2	5	5	3	1	3	3	30
OG0002214	2	2	3	4	3	2	4	1	2	3	4	30
OG0002215	1	1	2	4	3	3	3	2	4	4	3	30
OG0002216	3	3	2	5	2	5	2	1	3	2	2	30
OG0002217	3	2	2	4	2	2	5	2	2	4	2	30
OG0002218	2	1	2	6	4	6	3	1	1	2	2	30
OG0002219	1	1	2	3	2	2	7	1	2	7	2	30
OG0002220	2	1	0	3	5	5	4	4	1	3	2	30
OG0002221	2	1	4	3	3	3	3	2	2	4	3	30
OG0002222	2	1	4	4	2	2	6	2	2	3	2	30
OG0002223	3	2	1	6	2	3	1	2	3	3	4	30
OG0002224	2	2	3	5	2	2	3	3	2	2	4	30
OG0002225	3	2	1	4	3	3	3	2	3	3	3	30
OG0002226	2	2	4	4	3	2	3	3	2	2	3	30
OG0002227	1	1	4	2	3	6	3	1	1	7	1	30
OG0002228	1	1	2	3	11	2	1	3	1	4	1	30
OG0002229	7	1	2	4	2	2	4	1	2	3	2	30
OG0002230	3	1	4	4	0	2	3	2	3	4	4	30
OG0002231	3	2	3	3	1	3	4	3	2	3	3	30
OG0002232	1	2	3	2	4	1	4	3	1	6	3	30
OG0002233	1	1	1	2	15	2	2	1	1	2	2	30
OG0002234	3	1	5	3	2	2	5	1	2	3	3	30
OG0002235	3	1	2	4	2	2	7	2	2	3	2	30
OG0002236	4	0	4	4	3	2	4	2	2	2	3	30
OG0002237	3	2	3	5	3	2	2	2	1	4	3	30
OG0002238	4	1	2	4	2	2	6	1	3	1	4	30
OG0002239	2	2	4	3	1	2	3	2	1	7	3	30
OG0002240	3	2	3	4	3	2	3	3	1	4	2	30
OG0002241	2	1	1	6	1	4	3	2	1	6	3	30
OG0002242	1	1	5	2	4	3	4	2	0	3	5	30
OG0002243	2	2	4	5	3	2	2	2	2	2	4	30
OG0002244	2	3	2	3	2	4	1	2	4	4	3	30
OG0002245	1	2	4	4	2	2	4	2	2	4	3	30
OG0002246	3	2	4	4	2	2	3	4	2	2	2	30
OG0002247	3	2	4	4	2	2	3	3	2	2	3	30
OG0002248	4	1	3	4	1	2	5	2	2	4	2	30
OG0002249	3	1	4	4	1	1	5	2	1	5	3	30
OG0002250	2	2	4	2	3	2	3	3	3	3	3	30
OG0002251	1	1	2	4	11	2	1	2	2	1	3	30
OG0002252	1	2	4	5	2	2	3	2	1	4	4	30
OG0002253	2	0	3	2	1	3	8	4	3	0	4	30
OG0002254	4	2	4	4	3	1	1	3	2	3	3	30
OG0002255	4	2	3	2	3	2	3	2	3	2	4	30
OG0002256	1	1	2	4	2	4	4	2	2	6	2	30
OG0002257	2	1	6	2	1	3	6	1	3	2	3	30
OG0002258	7	2	2	4	1	2	3	2	2	3	2	30
OG0002259	2	2	3	2	3	1	1	3	3	6	4	30
OG0002260	4	1	2	3	5	3	4	1	3	2	2	30
OG0002261	1	2	3	2	14	2	2	1	1	1	1	30
OG0002262	2	2	2	4	1	3	4	2	2	4	4	30
OG0002263	2	1	1	2	6	5	3	1	2	4	3	30
OG0002264	2	2	4	3	3	2	4	2	2	3	3	30
OG0002265	3	4	3	5	4	3	1	2	1	1	3	30
OG0002266	10	2	2	2	2	1	2	3	1	3	2	30
OG0002267	4	2	3	4	0	2	4	2	2	4	3	30
OG0002268	3	2	2	3	4	3	3	2	2	4	2	30
OG0002269	2	2	3	5	3	3	2	2	4	2	2	30
OG0002270	3	2	2	5	2	3	2	3	2	3	3	30
OG0002271	1	1	3	4	3	2	1	2	4	6	3	30
OG0002272	3	2	4	3	3	2	3	2	3	4	1	30
OG0002273	3	2	2	4	3	3	3	2	2	2	4	30
OG0002274	1	2	4	4	2	1	4	2	2	4	4	30
OG0002275	1	2	3	4	3	2	3	2	3	4	3	30
OG0002276	2	2	5	1	4	2	5	6	0	1	2	30
OG0002277	2	0	4	4	0	3	5	2	1	5	4	30
OG0002278	5	1	4	3	2	2	5	2	2	2	2	30
OG0002279	3	1	5	4	3	0	1	4	1	5	3	30
OG0002280	2	2	5	4	4	2	2	1	1	4	3	30
OG0002281	4	2	3	3	2	2	1	6	1	3	3	30
OG0002282	1	2	4	4	2	2	3	2	2	4	4	30
OG0002283	2	2	4	2	3	3	3	2	3	2	4	30
OG0002284	3	2	4	5	0	2	4	2	2	4	2	30
OG0002285	1	1	2	2	3	1	5	4	2	6	3	30
OG0002286	2	2	3	3	3	3	4	2	1	4	3	30
OG0002287	3	2	6	4	1	1	2	2	1	4	4	30
OG0002288	1	1	2	1	10	4	5	1	1	2	2	30
OG0002289	2	2	2	4	2	3	4	2	1	4	4	30
OG0002290	1	2	2	2	4	2	4	2	3	4	4	30
OG0002291	2	2	3	4	2	2	1	3	2	5	4	30
OG0002292	2	1	3	3	4	2	5	1	2	4	3	30
OG0002293	2	2	4	4	2	1	3	2	2	5	3	30
OG0002294	1	2	2	5	3	3	1	2	3	4	4	30
OG0002295	5	2	1	4	2	3	2	3	2	4	2	30
OG0002296	1	2	3	6	3	3	2	2	3	3	2	30
OG0002297	6	1	2	2	5	1	5	1	2	2	3	30
OG0002298	2	1	3	5	4	4	3	2	3	1	2	30
OG0002299	1	2	2	5	1	4	5	2	2	3	3	30
OG0002300	1	4	2	6	3	3	1	2	2	4	2	30
OG0002301	0	2	0	1	2	7	3	0	10	1	4	30
OG0002302	0	2	4	3	2	2	6	3	1	3	4	30
OG0002303	0	6	0	1	2	2	0	2	4	11	2	30
OG0002304	0	2	0	2	22	2	0	0	1	0	1	30
OG0002305	0	4	0	0	1	0	0	0	18	1	6	30
OG0002306	0	0	30	0	0	0	0	0	0	0	0	30
OG0002307	0	0	3	0	1	1	0	5	18	0	2	30
OG0002308	0	0	1	6	2	4	2	3	1	8	3	30
OG0002309	0	0	1	1	4	3	0	18	3	0	0	30
OG0002310	0	0	2	1	1	2	2	5	5	11	1	30
OG0002311	0	0	2	8	1	19	0	0	0	0	0	30
OG0002312	0	0	0	30	0	0	0	0	0	0	0	30
OG0002313	0	0	0	4	4	0	0	4	0	18	0	30
OG0002314	0	0	0	26	3	0	0	0	0	0	1	30
OG0002315	0	0	0	3	5	22	0	0	0	0	0	30
OG0002316	0	0	0	0	0	1	0	29	0	0	0	30
OG0002317	0	0	0	0	0	0	0	30	0	0	0	30
OG0002318	0	0	0	0	0	0	0	30	0	0	0	30
OG0002319	0	0	0	0	0	0	0	30	0	0	0	30
