Family ID	0.0800864	0.328278	0.696402	1.28652	2.60871	
OG0000007	3.64441e-219	9.77767e-141	1.01017e-103	4.61605e-78	2.48997e-55	
OG0000009	3.56806e-261	1.14592e-172	9.87906e-131	2.99954e-101	6.82061e-74	
OG0000010	1.16238e-242	3.40375e-165	3.3058e-127	1.41565e-99	4.16149e-73	
OG0000011	1.06815e-183	1.95165e-120	5.32701e-90	1.71301e-68	4.37149e-49	
OG0000018	3.38854e-302	3.30532e-206	1.62072e-159	8.642e-126	1.3701e-93	
OG0000026	1.79803e-100	3.92227e-69	1.42965e-54	1.2965e-44	2.30338e-35	
OG0000027	7.34044e-171	6.20327e-112	1.23007e-83	9.28111e-64	1.67245e-45	
OG0000028	4.50717e-105	1.83086e-67	1.9354e-50	1.86956e-39	8.37584e-31	
OG0000030	1.20552e-321	2.95499e-215	6.98074e-162	6.42252e-122	2.22095e-82	
OG0000031	4.18992e-285	2.98543e-199	1.61599e-155	2.53928e-122	8.37418e-89	
OG0000032	0	5.27842e-219	1.47765e-165	1.63529e-125	1.05555e-85	
OG0000035	1.68014e-177	1.00354e-124	2.99904e-98	1.91928e-78	7.60968e-59	
OG0000036	1.11152e-96	1.80082e-64	9.08727e-50	6.14294e-40	3.52312e-31	
OG0000037	7.46424e-107	7.65563e-74	7.0967e-58	1.30253e-46	2.9628e-36	
OG0000038	3.39591e-123	1.47553e-82	4.5053e-63	2.09544e-49	4.30846e-37	
OG0000039	3.15914e-192	2.31613e-134	2.23545e-106	3.65226e-86	1.57046e-66	
OG0000045	4.97642e-188	5.37756e-126	7.47099e-96	2.57782e-74	2.61595e-54	
OG0000046	3.49378e-80	4.04858e-51	1.06132e-38	3.85767e-31	2.4587e-25	
OG0000047	3.75104e-141	2.72016e-96	7.50341e-75	9.64959e-60	2.05896e-45	
OG0000048	2.47809e-127	4.50106e-87	3.76539e-68	4.473e-55	2.76906e-43	
OG0000049	5.34339e-277	1.09095e-186	1.69606e-141	9.91251e-108	3.10694e-74	
OG0000050	1.285e-152	2.57563e-100	8.36175e-75	1.20365e-56	3.69038e-40	
OG0000051	1.59531e-126	4.10503e-84	7.9156e-64	1.05448e-49	3.61984e-37	
OG0000053	1.26655e-130	2.68616e-92	7.25562e-74	1.22555e-60	6.96013e-48	
OG0000055	9.24684e-131	3.64325e-85	4.19196e-64	5.65547e-50	7.86217e-38	
OG0000056	5.1275e-57	2.95871e-38	1.87793e-30	7.98782e-26	2.7098e-22	
OG0000059	1.36467e-144	8.98882e-98	4.25925e-75	4.5029e-59	1.87351e-44	
OG0000060	3.83454e-75	6.68605e-51	4.57842e-40	5.1316e-33	5.17134e-27	
OG0000061	2.22792e-124	3.44903e-85	2.72637e-66	7.10534e-53	3.37427e-40	
OG0000062	5.42666e-315	5.13654e-229	1.13554e-183	2.57751e-147	2.42321e-107	
OG0000064	5.89694e-114	1.83913e-75	4.55072e-57	2.87985e-44	6.03173e-33	
OG0000066	1.55321e-124	2.9049e-83	1.25479e-63	8.11001e-50	3.51598e-37	
OG0000068	4.49876e-163	5.43058e-110	7.60403e-84	8.8934e-65	1.14669e-46	
OG0000073	3.69826e-56	4.62105e-37	4.6105e-29	2.87423e-24	9.35109e-21	
OG0000077	1.23315e-118	3.50793e-78	3.09186e-59	4.66859e-46	2.31767e-34	
OG0000078	2.32193e-297	2.3825e-216	1.04521e-173	4.78563e-140	4.02233e-104	
OG0000079	2.28374e-115	3.8375e-75	6.37041e-56	1.32141e-42	5.03541e-31	
OG0000082	2.4871e-149	1.51832e-99	3.91948e-75	1.33054e-57	1.91992e-41	
OG0000084	8.53893e-128	4.03853e-88	4.15347e-69	1.52972e-55	9.67173e-43	
OG0000085	2.17085e-71	4.57818e-49	2.13527e-39	3.11799e-33	9.3865e-28	
OG0000088	4.78893e-110	2.87883e-76	2.79129e-60	4.80226e-49	2.61094e-38	
OG0000090	4.358e-109	8.52799e-77	1.70987e-61	1.00738e-50	9.66147e-41	
OG0000091	1.51426e-89	1.16387e-58	1.71346e-44	4.67673e-35	4.62643e-27	
OG0000093	3.07478e-87	1.52407e-60	3.32004e-48	9.12218e-40	3.07272e-32	
OG0000095	4.18436e-180	5.01037e-127	1.07473e-100	4.00096e-81	9.80727e-62	
OG0000097	3.54201e-48	1.66837e-34	9.08654e-29	5.78519e-25	9.49734e-22	
OG0000098	1.81697e-82	1.35299e-55	2.9206e-43	6.25624e-35	1.12007e-27	
OG0000099	4.41129e-140	6.14241e-92	1.93383e-68	1.27191e-51	2.83269e-36	
OG0000101	2.48709e-94	1.39727e-62	1.05086e-47	1.72005e-37	1.65619e-28	
OG0000102	1.12039e-196	1.26142e-137	3.78009e-107	1.48924e-83	3.78814e-59	
OG0000105	1.96138e-196	5.30446e-141	4.71175e-112	1.51376e-89	2.83361e-66	
OG0000108	3.03188e-94	2.00544e-62	9.21598e-48	8.41253e-38	4.568e-29	
OG0000109	6.2535e-117	3.90264e-84	6.67252e-68	7.25715e-56	6.82655e-44	
OG0000110	2.6291e-88	3.53792e-59	7.76271e-46	6.31003e-37	2.5203e-29	
OG0000111	1.74266e-132	4.43683e-90	1.6584e-69	1.06157e-54	1.36518e-40	
OG0000115	5.47615e-105	1.60021e-71	1.18907e-55	1.33985e-44	1.00797e-34	
OG0000116	1.36424e-68	2.1823e-44	9.60167e-34	6.52076e-27	1.8647e-21	
OG0000122	2.51449e-71	2.04801e-46	2.60482e-35	3.02254e-28	9.56421e-23	
OG0000124	1.40181e-63	6.44434e-43	2.31134e-33	7.11132e-27	1.28569e-21	
OG0000125	7.7364e-65	3.17295e-46	8.36955e-38	4.00666e-32	4.90968e-27	
OG0000126	2.77888e-122	4.71986e-81	1.28587e-61	5.64108e-48	8.8165e-36	
OG0000129	2.14233e-32	4.99982e-24	9.61533e-21	6.43181e-19	1.04286e-17	
OG0000130	2.87702e-148	8.56938e-103	1.45653e-79	6.31661e-62	2.59316e-44	
OG0000134	5.96184e-127	8.57893e-89	1.66552e-70	1.97796e-57	4.67466e-45	
OG0000136	8.93907e-49	4.63928e-33	1.88332e-26	1.89217e-22	2.30076e-19	
OG0000137	3.89891e-73	3.70788e-50	1.18351e-39	1.25533e-32	1.39027e-26	
OG0000138	3.15248e-56	1.32279e-37	1.57993e-29	2.06519e-24	2.28297e-20	
OG0000139	1.61514e-82	1.42241e-52	9.01804e-39	1.09304e-29	1.7011e-22	
OG0000140	3.13313e-72	1.40298e-47	4.14539e-36	1.47291e-28	1.39345e-22	
OG0000141	1.36981e-111	2.42201e-76	4.05681e-59	1.18927e-46	7.86866e-35	
OG0000145	2.71117e-226	2.58985e-162	3.93025e-129	3.56577e-103	1.25506e-75	
OG0000146	8.84612e-60	9.34054e-42	1.34916e-33	3.80002e-28	1.84081e-23	
OG0000147	1.60203e-64	6.8584e-47	1.86992e-38	3.34394e-32	2.73548e-26	
OG0000153	1.62156e-114	3.33368e-74	5.38682e-55	1.31426e-41	8.4956e-30	
OG0000154	3.76267e-51	1.10702e-35	7.85631e-29	1.61871e-24	5.04575e-21	
OG0000155	3.46671e-58	1.41428e-40	1.14584e-32	1.8425e-27	5.87892e-23	
OG0000156	2.02419e-47	3.67266e-34	2.65057e-28	2.87106e-24	8.3822e-21	
OG0000158	5.94712e-85	3.66221e-60	2.60557e-48	5.46135e-40	2.59632e-32	
OG0000159	4.22532e-89	1.82411e-59	2.6551e-45	1.91151e-35	9.55202e-27	
OG0000160	9.05638e-107	1.34162e-74	1.17981e-58	7.62107e-47	2.65095e-35	
OG0000161	9.5087e-69	1.08771e-44	1.01293e-33	1.54554e-26	9.20998e-21	
OG0000162	1.31659e-115	1.66226e-81	7.50558e-64	1.81171e-50	2.50795e-37	
OG0000163	5.20116e-86	1.27977e-59	2.93107e-47	9.96456e-39	5.84406e-31	
OG0000164	6.44168e-99	5.34718e-67	1.35424e-51	1.09654e-40	8.74571e-31	
OG0000165	9.08149e-56	2.16667e-38	9.73741e-31	8.33301e-26	6.88205e-22	
OG0000166	7.59236e-66	2.05567e-44	6.67191e-35	8.61372e-29	8.04681e-24	
OG0000167	1.08977e-58	2.50542e-38	2.74133e-29	1.66204e-23	4.58272e-19	
OG0000172	6.97791e-44	8.8893e-31	2.71012e-25	8.90373e-22	4.39787e-19	
OG0000173	1.94541e-74	6.34206e-53	1.68391e-42	4.45526e-35	2.94718e-28	
OG0000176	8.42203e-116	1.43307e-82	8.7188e-66	4.1281e-53	1.64639e-40	
