FamilyID	Metru<1>	Glmax<2>	Setor<3>	Zeins<4>	Lyrho<5>	Cechi<6>	Poten<7>	Qumon<8>	Erjap<9>	Vivin<10>	Artha<11>	<12>	<13>	<14>	<15>	<16>	<17>	<18>	<19>	<20>	<21>
OG0000007	0.109337	0.259148	9.53158e-11	0.315255	8.61208e-16	0.0557801	0.168002	3.20792e-07	1.22579e-07	1.19503e-17	6.16661e-07	N/A	3.24427e-11	0.345859	0.290395	0.500627	0.732806	0.761914	0.000481897	0.00807487	0.690662
OG0000009	2.87192e-07	0.712344	0.106265	0.183981	1.26427e-33	3.43103e-21	8.94054e-06	0.0392567	0.663972	5.96299e-14	0.00777689	N/A	1.66792e-13	0.323133	0.799343	0.500545	0.155917	0.750029	3.73333e-07	0.158264	6.43584e-05
OG0000010	8.65592e-10	0.399571	0.719091	0.244447	0.0302598	0.520243	0.0286231	8.68117e-13	1.03792e-15	1.11773e-08	1.182e-07	N/A	0.194889	0.761992	0.722644	0.5003	7.67826e-15	3.67177e-08	4.02128e-16	6.08954e-12	0.909234
OG0000011	1.81534e-20	0.0337221	0.54598	0.718717	0.00133924	0.573967	0.357354	5.61913e-05	0.294512	3.52483e-09	0.513383	N/A	2.68309e-09	0.311062	0.793166	0.500518	0.148827	0.189394	0.00031409	5.56712e-16	0.000457757
OG0000018	0.567478	0.000294522	0.00141453	0.00422517	8.81492e-37	2.74254e-24	5.07549e-10	3.73176e-09	7.311e-12	1.89211e-29	0.000171722	N/A	0.0100043	0.783308	0.744649	0.500355	0.660864	0.687672	0.333355	0.317533	0.916865
OG0000026	0.00484114	0.893086	0.000427089	0.819206	0.119107	1.79288e-13	0.560987	0.0209528	0.000109988	0.128636	0.293869	N/A	0.00071314	0.242807	0.202217	0.500409	0.00252704	4.57253e-05	0.0100544	0.0266737	0.762554
OG0000027	3.97973e-17	0.0051425	4.16164e-08	2.95973e-07	0.539265	0.0589059	0.265534	0.206398	4.46875e-05	0.11424	0.81454	N/A	0.0077064	0.227443	0.744649	0.500355	0.660864	2.66476e-08	0.0980046	2.4282e-12	0.00401976
OG0000028	0.866807	0.0903272	0.000785281	3.20009e-07	0.24076	0.656184	0.00343597	2.33493e-06	0.0316863	0.651251	4.73814e-05	N/A	0.0100043	0.110515	0.763367	0.500409	0.677939	0.0462533	0.141692	0.000772054	0.011678
OG0000030	0.102415	0.00670993	2.43057e-111	0.054114	4.27563e-06	0.0302598	0.189547	0.5	0.5	0.296339	0.572827	N/A	0.540961	0.540961	0.530863	0.500027	0.00822397	5.77237e-12	0.469579	0.557208	0.245822
OG0000031	0.697912	3.4571e-19	0.421143	0.000103002	4.0332e-33	1.46969e-13	1.66052e-08	2.76487e-20	3.63256e-10	1.18198e-07	0.0195371	N/A	4.67836e-05	0.159872	0.696629	0.500245	0.621572	0.00113478	1.50811e-14	0.782524	0.525935
OG0000032	0.00282611	0.611148	2.73995e-129	0.796983	0.520243	0.0302598	0.189547	0.0641356	0.54308	0.296339	0.572827	N/A	0.540961	0.540961	0.530863	0.500027	0.00822397	0.020444	0.231757	0.557208	0.669725
OG0000035	0.501903	0.0042446	2.15023e-11	0.436076	4.32226e-16	2.07778e-21	0.903464	2.49437e-09	0.0028366	0.325416	0.00148044	N/A	5.96394e-06	0.00071314	0.189696	0.500382	0.669597	0.697034	2.96984e-10	0.833049	0.0837398
OG0000036	0.255257	2.91924e-09	0.0137044	0.0840211	0.137519	3.84009e-06	0.0334497	2.39185e-07	0.000330966	0.128636	0.293869	N/A	0.00071314	0.242807	0.202217	0.500409	0.677939	0.70589	0.060118	0.567268	0.762554
OG0000037	0.200093	0.465949	0.127635	0.294468	9.16763e-11	1.14966e-09	0.00374168	1.41866e-06	0.0016705	0.0107564	0.455809	N/A	0.000301111	0.211473	0.17683	0.500355	0.00171796	0.00529198	0.0242782	0.825347	0.743232
OG0000038	0.171716	0.43373	0.915075	0.928691	0.090529	3.55877e-07	0.343641	4.76733e-15	7.16375e-07	1.11773e-08	0.419873	N/A	1.20838e-05	0.761992	0.722644	0.5003	0.0189139	0.12838	0.000294522	0.141127	0.0958986
OG0000039	0.5153	0.0790952	0.400309	0.205013	5.43132e-26	1.50549e-16	1.38368e-05	1.75952e-15	1.24151e-08	1.26133e-10	4.73814e-05	N/A	0.194889	0.761992	0.722644	0.5003	0.642138	0.667285	0.814922	0.806768	0.307872
