#FamilyID	Gamma Cat Mean	Likelihood of Category	Likelihood of Family	Posterior Probability	Significant
OG0000038	0.328278	1.47553e-82	4.30846e-37	3.42473e-46	N/S
OG0000038	0.696402	4.5053e-63	4.30846e-37	1.04569e-26	N/S
OG0000038	1.28652	2.09544e-49	4.30846e-37	4.86356e-13	N/S
OG0000038	2.60871	4.30846e-37	4.30846e-37	1	*
OG0000039	0.0800864	3.15914e-192	1.57046e-66	2.01159e-126	N/S
OG0000039	0.328278	2.31613e-134	1.57046e-66	1.47481e-68	N/S
OG0000039	0.696402	2.23545e-106	1.57046e-66	1.42343e-40	N/S
OG0000039	1.28652	3.65226e-86	1.57046e-66	2.3256e-20	N/S
OG0000039	2.60871	1.57046e-66	1.57046e-66	1	*
OG0000045	0.0800864	4.97642e-188	2.61595e-54	1.90234e-134	N/S
OG0000045	0.328278	5.37756e-126	2.61595e-54	2.05568e-72	N/S
OG0000045	0.696402	7.47099e-96	2.61595e-54	2.85594e-42	N/S
OG0000045	1.28652	2.57782e-74	2.61595e-54	9.85424e-21	N/S
OG0000045	2.60871	2.61595e-54	2.61595e-54	1	*
OG0000046	0.0800864	3.49378e-80	2.45871e-25	1.42098e-55	N/S
OG0000046	0.328278	4.04858e-51	2.45871e-25	1.64663e-26	N/S
OG0000046	0.696402	1.06132e-38	2.45871e-25	4.31657e-14	N/S
OG0000046	1.28652	3.85767e-31	2.45871e-25	1.56898e-06	N/S
OG0000046	2.60871	2.4587e-25	2.45871e-25	0.999998	*
OG0000047	0.0800864	3.75104e-141	2.05896e-45	1.82182e-96	N/S
OG0000047	0.328278	2.72016e-96	2.05896e-45	1.32113e-51	N/S
OG0000047	0.696402	7.50341e-75	2.05896e-45	3.64428e-30	N/S
OG0000047	1.28652	9.64959e-60	2.05896e-45	4.68664e-15	N/S
OG0000047	2.60871	2.05896e-45	2.05896e-45	1	*
OG0000048	0.0800864	2.47809e-127	2.76906e-43	8.94921e-85	N/S
OG0000048	0.328278	4.50106e-87	2.76906e-43	1.62548e-44	N/S
OG0000048	0.696402	3.76539e-68	2.76906e-43	1.35981e-25	N/S
OG0000048	1.28652	4.473e-55	2.76906e-43	1.61535e-12	N/S
OG0000048	2.60871	2.76906e-43	2.76906e-43	1	*
OG0000049	0.0800864	5.34339e-277	3.10694e-74	1.71982e-203	N/S
OG0000049	0.328278	1.09095e-186	3.10694e-74	3.51133e-113	N/S
OG0000049	0.696402	1.69606e-141	3.10694e-74	5.45892e-68	N/S
OG0000049	1.28652	9.91251e-108	3.10694e-74	3.19044e-34	N/S
OG0000049	2.60871	3.10694e-74	3.10694e-74	1	*
OG0000050	0.0800864	1.285e-152	3.69038e-40	3.48203e-113	N/S
OG0000050	0.328278	2.57563e-100	3.69038e-40	6.9793e-61	N/S
OG0000050	0.696402	8.36175e-75	3.69038e-40	2.26583e-35	N/S
OG0000050	1.28652	1.20365e-56	3.69038e-40	3.26159e-17	N/S
OG0000050	2.60871	3.69038e-40	3.69038e-40	1	*
OG0000051	0.0800864	1.59531e-126	3.61984e-37	4.40713e-90	N/S
OG0000051	0.328278	4.10503e-84	3.61984e-37	1.13404e-47	N/S
OG0000051	0.696402	7.9156e-64	3.61984e-37	2.18673e-27	N/S
OG0000051	1.28652	1.05448e-49	3.61984e-37	2.91305e-13	N/S
OG0000051	2.60871	3.61984e-37	3.61984e-37	1	*
OG0000053	0.0800864	1.26655e-130	6.96013e-48	1.81972e-83	N/S
OG0000053	0.328278	2.68616e-92	6.96013e-48	3.85935e-45	N/S
OG0000053	0.696402	7.25562e-74	6.96013e-48	1.04245e-26	N/S
OG0000053	1.28652	1.22555e-60	6.96013e-48	1.76082e-13	N/S
OG0000053	2.60871	6.96013e-48	6.96013e-48	1	*
OG0000055	0.0800864	9.24684e-131	7.86217e-38	1.17612e-93	N/S
OG0000055	0.328278	3.64325e-85	7.86217e-38	4.6339e-48	N/S
OG0000055	0.696402	4.19196e-64	7.86217e-38	5.33181e-27	N/S
OG0000055	1.28652	5.65547e-50	7.86217e-38	7.19326e-13	N/S
OG0000055	2.60871	7.86217e-38	7.86217e-38	1	*
OG0000056	0.0800864	5.1275e-57	2.7106e-22	1.89164e-35	N/S
OG0000056	0.328278	2.95871e-38	2.7106e-22	1.09153e-16	N/S
OG0000056	0.696402	1.87793e-30	2.7106e-22	6.92809e-09	N/S
OG0000056	1.28652	7.98782e-26	2.7106e-22	0.000294688	N/S
OG0000056	2.60871	2.7098e-22	2.7106e-22	0.999705	*
OG0000059	0.0800864	1.36467e-144	1.87351e-44	7.28402e-101	N/S
OG0000059	0.328278	8.98882e-98	1.87351e-44	4.79784e-54	N/S
OG0000059	0.696402	4.25925e-75	1.87351e-44	2.2734e-31	N/S
OG0000059	1.28652	4.5029e-59	1.87351e-44	2.40345e-15	N/S
OG0000059	2.60871	1.87351e-44	1.87351e-44	1	*
OG0000060	0.0800864	3.83454e-75	5.17134e-27	7.41498e-49	N/S
OG0000060	0.328278	6.68605e-51	5.17134e-27	1.2929e-24	N/S
OG0000060	0.696402	4.57842e-40	5.17134e-27	8.85344e-14	N/S
OG0000060	1.28652	5.1316e-33	5.17134e-27	9.92315e-07	N/S
OG0000060	2.60871	5.17134e-27	5.17134e-27	0.999999	*
OG0000061	0.0800864	2.22792e-124	3.37427e-40	6.60267e-85	N/S
OG0000061	0.328278	3.44903e-85	3.37427e-40	1.02216e-45	N/S
OG0000061	0.696402	2.72637e-66	3.37427e-40	8.07987e-27	N/S
OG0000061	1.28652	7.10534e-53	3.37427e-40	2.10574e-13	N/S
OG0000061	2.60871	3.37427e-40	3.37427e-40	1	*
OG0000062	0.0800864	5.42666e-315	2.42321e-107	2.23945e-208	N/S
OG0000062	0.328278	5.13654e-229	2.42321e-107	2.11973e-122	N/S
OG0000062	0.696402	1.13554e-183	2.42321e-107	4.68612e-77	N/S
OG0000062	1.28652	2.57751e-147	2.42321e-107	1.06368e-40	N/S
OG0000062	2.60871	2.42321e-107	2.42321e-107	1	*
OG0000064	0.0800864	5.89694e-114	6.03173e-33	9.77654e-82	N/S
OG0000064	0.328278	1.83913e-75	6.03173e-33	3.04909e-43	N/S
OG0000064	0.696402	4.55072e-57	6.03173e-33	7.54464e-25	N/S
OG0000064	1.28652	2.87985e-44	6.03173e-33	4.77449e-12	N/S
OG0000064	2.60871	6.03173e-33	6.03173e-33	1	*
OG0000066	0.0800864	1.55321e-124	3.51598e-37	4.41758e-88	N/S
OG0000066	0.328278	2.9049e-83	3.51598e-37	8.262e-47	N/S
OG0000066	0.696402	1.25479e-63	3.51598e-37	3.56882e-27	N/S
OG0000066	1.28652	8.11001e-50	3.51598e-37	2.30662e-13	N/S
OG0000066	2.60871	3.51598e-37	3.51598e-37	1	*
OG0000068	0.0800864	4.49876e-163	1.14669e-46	3.92326e-117	N/S
OG0000068	0.328278	5.43058e-110	1.14669e-46	4.73588e-64	N/S
OG0000068	0.696402	7.60403e-84	1.14669e-46	6.6313e-38	N/S
OG0000068	1.28652	8.8934e-65	1.14669e-46	7.75572e-19	N/S
OG0000068	2.60871	1.14669e-46	1.14669e-46	1	*
OG0000073	0.0800864	3.69826e-56	9.35396e-21	3.95368e-36	N/S
OG0000073	0.328278	4.62105e-37	9.35396e-21	4.94021e-17	N/S
OG0000073	0.696402	4.6105e-29	9.35396e-21	4.92892e-09	N/S
OG0000073	1.28652	2.87423e-24	9.35396e-21	0.000307274	N/S
OG0000073	2.60871	9.35109e-21	9.35396e-21	0.999693	*
OG0000077	0.0800864	1.23315e-118	2.31767e-34	5.32065e-85	N/S
OG0000077	0.328278	3.50793e-78	2.31767e-34	1.51356e-44	N/S
OG0000077	0.696402	3.09186e-59	2.31767e-34	1.33404e-25	N/S
OG0000077	1.28652	4.66859e-46	2.31767e-34	2.01435e-12	N/S
OG0000077	2.60871	2.31767e-34	2.31767e-34	1	*
OG0000078	0.0800864	2.32193e-297	4.02233e-104	5.7726e-194	N/S
OG0000078	0.328278	2.3825e-216	4.02233e-104	5.92318e-113	N/S
OG0000078	0.696402	1.04521e-173	4.02233e-104	2.59852e-70	N/S
OG0000078	1.28652	4.78563e-140	4.02233e-104	1.18977e-36	N/S
OG0000078	2.60871	4.02233e-104	4.02233e-104	1	*
OG0000079	0.0800864	2.28374e-115	5.03541e-31	4.53535e-85	N/S
OG0000079	0.328278	3.8375e-75	5.03541e-31	7.62102e-45	N/S
OG0000079	0.696402	6.37041e-56	5.03541e-31	1.26512e-25	N/S
OG0000079	1.28652	1.32141e-42	5.03541e-31	2.62424e-12	N/S
OG0000079	2.60871	5.03541e-31	5.03541e-31	1	*
OG0000082	0.0800864	2.4871e-149	1.91992e-41	1.29541e-108	N/S
OG0000082	0.328278	1.51832e-99	1.91992e-41	7.90825e-59	N/S
OG0000082	0.696402	3.91948e-75	1.91992e-41	2.04148e-34	N/S
OG0000082	1.28652	1.33054e-57	1.91992e-41	6.93018e-17	N/S
OG0000082	2.60871	1.91992e-41	1.91992e-41	1	*
OG0000084	0.0800864	8.53893e-128	9.67173e-43	8.82875e-86	N/S
OG0000084	0.328278	4.03853e-88	9.67173e-43	4.1756e-46	N/S
OG0000084	0.696402	4.15347e-69	9.67173e-43	4.29444e-27	N/S
OG0000084	1.28652	1.52972e-55	9.67173e-43	1.58164e-13	N/S
OG0000084	2.60871	9.67173e-43	9.67173e-43	1	*
OG0000085	0.0800864	2.17085e-71	9.38653e-28	2.31273e-44	N/S
OG0000085	0.328278	4.57818e-49	9.38653e-28	4.87739e-22	N/S
OG0000085	0.696402	2.13527e-39	9.38653e-28	2.27483e-12	N/S
OG0000085	1.28652	3.11799e-33	9.38653e-28	3.32177e-06	N/S
OG0000085	2.60871	9.3865e-28	9.38653e-28	0.999997	*
OG0000088	0.0800864	4.78893e-110	2.61094e-38	1.83418e-72	N/S
OG0000088	0.328278	2.87883e-76	2.61094e-38	1.1026e-38	N/S
OG0000088	0.696402	2.79129e-60	2.61094e-38	1.06907e-22	N/S
OG0000088	1.28652	4.80226e-49	2.61094e-38	1.83928e-11	N/S
OG0000088	2.60871	2.61094e-38	2.61094e-38	1	*
OG0000090	0.0800864	4.358e-109	9.66147e-41	4.5107e-69	N/S
OG0000090	0.328278	8.52799e-77	9.66147e-41	8.8268e-37	N/S
OG0000090	0.696402	1.70987e-61	9.66147e-41	1.76978e-21	N/S
OG0000090	1.28652	1.00738e-50	9.66147e-41	1.04268e-10	N/S
OG0000090	2.60871	9.66147e-41	9.66147e-41	1	*
OG0000091	0.0800864	1.51426e-89	4.62643e-27	3.27307e-63	N/S
OG0000091	0.328278	1.16387e-58	4.62643e-27	2.51571e-32	N/S
OG0000091	0.696402	1.71346e-44	4.62643e-27	3.70364e-18	N/S
OG0000091	1.28652	4.67673e-35	4.62643e-27	1.01087e-08	N/S
OG0000091	2.60871	4.62643e-27	4.62643e-27	1	*
OG0000093	0.0800864	3.07478e-87	3.07272e-32	1.00067e-55	N/S
OG0000093	0.328278	1.52407e-60	3.07272e-32	4.95999e-29	N/S
OG0000093	0.696402	3.32004e-48	3.07272e-32	1.08049e-16	N/S
OG0000093	1.28652	9.12218e-40	3.07272e-32	2.96877e-08	N/S
OG0000093	2.60871	3.07272e-32	3.07272e-32	1	*
OG0000095	0.0800864	4.18436e-180	9.80727e-62	4.26659e-119	N/S
OG0000095	0.328278	5.01037e-127	9.80727e-62	5.10884e-66	N/S
OG0000095	0.696402	1.07473e-100	9.80727e-62	1.09585e-39	N/S
OG0000095	1.28652	4.00096e-81	9.80727e-62	4.07958e-20	N/S
OG0000095	2.60871	9.80727e-62	9.80727e-62	1	*
OG0000097	0.0800864	3.54201e-48	9.50312e-22	3.7272e-27	N/S
OG0000097	0.328278	1.66837e-34	9.50312e-22	1.7556e-13	N/S
OG0000097	0.696402	9.08654e-29	9.50312e-22	9.56164e-08	N/S
OG0000097	1.28652	5.78519e-25	9.50312e-22	0.000608768	N/S
OG0000097	2.60871	9.49734e-22	9.50312e-22	0.999391	*
OG0000098	0.0800864	1.81697e-82	1.12007e-27	1.62219e-55	N/S
OG0000098	0.328278	1.35299e-55	1.12007e-27	1.20795e-28	N/S
OG0000098	0.696402	2.9206e-43	1.12007e-27	2.60751e-16	N/S
OG0000098	1.28652	6.25624e-35	1.12007e-27	5.58557e-08	N/S
OG0000098	2.60871	1.12007e-27	1.12007e-27	1	*
OG0000099	0.0800864	4.41129e-140	2.83269e-36	1.55728e-104	N/S
OG0000099	0.328278	6.14241e-92	2.83269e-36	2.1684e-56	N/S
OG0000099	0.696402	1.93383e-68	2.83269e-36	6.82683e-33	N/S
OG0000099	1.28652	1.27191e-51	2.83269e-36	4.49011e-16	N/S
OG0000099	2.60871	2.83269e-36	2.83269e-36	1	*
OG0000101	0.0800864	2.48709e-94	1.65619e-28	1.50169e-66	N/S
OG0000101	0.328278	1.39727e-62	1.65619e-28	8.43666e-35	N/S
OG0000101	0.696402	1.05086e-47	1.65619e-28	6.34505e-20	N/S
OG0000101	1.28652	1.72005e-37	1.65619e-28	1.03856e-09	N/S
OG0000101	2.60871	1.65619e-28	1.65619e-28	1	*
OG0000102	0.0800864	1.12039e-196	3.78814e-59	2.95763e-138	N/S
OG0000102	0.328278	1.26142e-137	3.78814e-59	3.32993e-79	N/S
OG0000102	0.696402	3.78009e-107	3.78814e-59	9.97876e-49	N/S
OG0000102	1.28652	1.48924e-83	3.78814e-59	3.93131e-25	N/S
OG0000102	2.60871	3.78814e-59	3.78814e-59	1	*
OG0000105	0.0800864	1.96138e-196	2.83361e-66	6.92183e-131	N/S
OG0000105	0.328278	5.30446e-141	2.83361e-66	1.87198e-75	N/S
OG0000105	0.696402	4.71175e-112	2.83361e-66	1.66281e-46	N/S
OG0000105	1.28652	1.51376e-89	2.83361e-66	5.34215e-24	N/S
OG0000105	2.60871	2.83361e-66	2.83361e-66	1	*
OG0000108	0.0800864	3.03188e-94	4.568e-29	6.63723e-66	N/S
OG0000108	0.328278	2.00544e-62	4.568e-29	4.3902e-34	N/S
OG0000108	0.696402	9.21598e-48	4.568e-29	2.01751e-19	N/S
OG0000108	1.28652	8.41253e-38	4.568e-29	1.84162e-09	N/S
OG0000108	2.60871	4.568e-29	4.568e-29	1	*
OG0000109	0.0800864	6.2535e-117	6.82655e-44	9.16057e-74	N/S
OG0000109	0.328278	3.90264e-84	6.82655e-44	5.71685e-41	N/S
OG0000109	0.696402	6.67252e-68	6.82655e-44	9.77437e-25	N/S
OG0000109	1.28652	7.25715e-56	6.82655e-44	1.06308e-12	N/S
OG0000109	2.60871	6.82655e-44	6.82655e-44	1	*
OG0000110	0.0800864	2.6291e-88	2.5203e-29	1.04317e-59	N/S
OG0000110	0.328278	3.53792e-59	2.5203e-29	1.40377e-30	N/S
OG0000110	0.696402	7.76271e-46	2.5203e-29	3.08008e-17	N/S
OG0000110	1.28652	6.31003e-37	2.5203e-29	2.50368e-08	N/S
OG0000110	2.60871	2.5203e-29	2.5203e-29	1	*
OG0000111	0.0800864	1.74266e-132	1.36518e-40	1.27651e-92	N/S
OG0000111	0.328278	4.43683e-90	1.36518e-40	3.25e-50	N/S
OG0000111	0.696402	1.6584e-69	1.36518e-40	1.21479e-29	N/S
OG0000111	1.28652	1.06157e-54	1.36518e-40	7.77607e-15	N/S
OG0000111	2.60871	1.36518e-40	1.36518e-40	1	*
OG0000115	0.0800864	5.47615e-105	1.00797e-34	5.43284e-71	N/S
OG0000115	0.328278	1.60021e-71	1.00797e-34	1.58756e-37	N/S
OG0000115	0.696402	1.18907e-55	1.00797e-34	1.17967e-21	N/S
OG0000115	1.28652	1.33985e-44	1.00797e-34	1.32925e-10	N/S
OG0000115	2.60871	1.00797e-34	1.00797e-34	1	*
OG0000116	0.0800864	1.36424e-68	1.8647e-21	7.31612e-48	N/S
OG0000116	0.328278	2.1823e-44	1.8647e-21	1.17032e-23	N/S
OG0000116	0.696402	9.60167e-34	1.8647e-21	5.14917e-13	N/S
OG0000116	1.28652	6.52076e-27	1.8647e-21	3.49694e-06	N/S
OG0000116	2.60871	1.8647e-21	1.8647e-21	0.999997	*
OG0000122	0.0800864	2.51449e-71	9.56424e-23	2.62905e-49	N/S
OG0000122	0.328278	2.04801e-46	9.56424e-23	2.14132e-24	N/S
OG0000122	0.696402	2.60482e-35	9.56424e-23	2.7235e-13	N/S
OG0000122	1.28652	3.02254e-28	9.56424e-23	3.16026e-06	N/S
OG0000122	2.60871	9.56421e-23	9.56424e-23	0.999997	*
OG0000124	0.0800864	1.40181e-63	1.2857e-21	1.09031e-42	N/S
OG0000124	0.328278	6.44434e-43	1.2857e-21	5.01232e-22	N/S
OG0000124	0.696402	2.31134e-33	1.2857e-21	1.79773e-12	N/S
OG0000124	1.28652	7.11132e-27	1.2857e-21	5.53109e-06	N/S
OG0000124	2.60871	1.28569e-21	1.2857e-21	0.999994	*
OG0000125	0.0800864	7.7364e-65	4.90972e-27	1.57573e-38	N/S
OG0000125	0.328278	3.17295e-46	4.90972e-27	6.46258e-20	N/S
OG0000125	0.696402	8.36955e-38	4.90972e-27	1.70469e-11	N/S
OG0000125	1.28652	4.00666e-32	4.90972e-27	8.16068e-06	N/S
OG0000125	2.60871	4.90968e-27	4.90972e-27	0.999992	*
OG0000126	0.0800864	2.77888e-122	8.8165e-36	3.15191e-87	N/S
OG0000126	0.328278	4.71986e-81	8.8165e-36	5.35344e-46	N/S
OG0000126	0.696402	1.28587e-61	8.8165e-36	1.45848e-26	N/S
OG0000126	1.28652	5.64108e-48	8.8165e-36	6.39832e-13	N/S
OG0000126	2.60871	8.8165e-36	8.8165e-36	1	*
OG0000129	0.0800864	2.14233e-32	1.10814e-17	1.93327e-15	N/S
OG0000129	0.328278	4.99982e-24	1.10814e-17	4.5119e-07	N/S
OG0000129	0.696402	9.61533e-21	1.10814e-17	0.000867699	N/S
OG0000129	1.28652	6.43181e-19	1.10814e-17	0.0580414	N/S
OG0000129	2.60871	1.04286e-17	1.10814e-17	0.94109	N/S
OG0000130	0.0800864	2.87702e-148	2.59316e-44	1.10946e-104	N/S
OG0000130	0.328278	8.56938e-103	2.59316e-44	3.3046e-59	N/S
OG0000130	0.696402	1.45653e-79	2.59316e-44	5.61679e-36	N/S
OG0000130	1.28652	6.31661e-62	2.59316e-44	2.43587e-18	N/S
OG0000130	2.60871	2.59316e-44	2.59316e-44	1	*
OG0000134	0.0800864	5.96184e-127	4.67466e-45	1.27535e-82	N/S
OG0000134	0.328278	8.57893e-89	4.67466e-45	1.8352e-44	N/S
OG0000134	0.696402	1.66552e-70	4.67466e-45	3.56287e-26	N/S
OG0000134	1.28652	1.97796e-57	4.67466e-45	4.23124e-13	N/S
OG0000134	2.60871	4.67466e-45	4.67466e-45	1	*
OG0000136	0.0800864	8.93907e-49	2.30265e-19	3.88208e-30	N/S
OG0000136	0.328278	4.63928e-33	2.30265e-19	2.01476e-14	N/S
OG0000136	0.696402	1.88332e-26	2.30265e-19	8.17893e-08	N/S
OG0000136	1.28652	1.89217e-22	2.30265e-19	0.000821735	N/S
OG0000136	2.60871	2.30076e-19	2.30265e-19	0.999178	*
OG0000137	0.0800864	3.89891e-73	1.39027e-26	2.80442e-47	N/S
OG0000137	0.328278	3.70788e-50	1.39027e-26	2.66701e-24	N/S
OG0000137	0.696402	1.18351e-39	1.39027e-26	8.51278e-14	N/S
OG0000137	1.28652	1.25533e-32	1.39027e-26	9.02939e-07	N/S
OG0000137	2.60871	1.39027e-26	1.39027e-26	0.999999	*
OG0000138	0.0800864	3.15248e-56	2.28317e-20	1.38074e-36	N/S
OG0000138	0.328278	1.32279e-37	2.28317e-20	5.79363e-18	N/S
OG0000138	0.696402	1.57993e-29	2.28317e-20	6.91987e-10	N/S
OG0000138	1.28652	2.06519e-24	2.28317e-20	9.04527e-05	N/S
OG0000138	2.60871	2.28297e-20	2.28317e-20	0.99991	*
OG0000139	0.0800864	1.61514e-82	1.7011e-22	9.49465e-61	N/S
OG0000139	0.328278	1.42241e-52	1.7011e-22	8.36168e-31	N/S
OG0000139	0.696402	9.01804e-39	1.7011e-22	5.30129e-17	N/S
OG0000139	1.28652	1.09304e-29	1.7011e-22	6.4255e-08	N/S
OG0000139	2.60871	1.7011e-22	1.7011e-22	1	*
OG0000140	0.0800864	3.13313e-72	1.39345e-22	2.24846e-50	N/S
OG0000140	0.328278	1.40298e-47	1.39345e-22	1.00684e-25	N/S
OG0000140	0.696402	4.14539e-36	1.39345e-22	2.97491e-14	N/S
OG0000140	1.28652	1.47291e-28	1.39345e-22	1.05703e-06	N/S
OG0000140	2.60871	1.39345e-22	1.39345e-22	0.999999	*
OG0000141	0.0800864	1.36981e-111	7.86866e-35	1.74084e-77	N/S
OG0000141	0.328278	2.42201e-76	7.86866e-35	3.07805e-42	N/S
OG0000141	0.696402	4.05681e-59	7.86866e-35	5.15566e-25	N/S
OG0000141	1.28652	1.18927e-46	7.86866e-35	1.5114e-12	N/S
OG0000141	2.60871	7.86866e-35	7.86866e-35	1	*
OG0000145	0.0800864	2.71117e-226	1.25506e-75	2.16019e-151	N/S
OG0000145	0.328278	2.58985e-162	1.25506e-75	2.06352e-87	N/S
OG0000145	0.696402	3.93025e-129	1.25506e-75	3.13151e-54	N/S
OG0000145	1.28652	3.56577e-103	1.25506e-75	2.84111e-28	N/S
OG0000145	2.60871	1.25506e-75	1.25506e-75	1	*
OG0000146	0.0800864	8.84612e-60	1.84085e-23	4.80546e-37	N/S
OG0000146	0.328278	9.34054e-42	1.84085e-23	5.07405e-19	N/S
OG0000146	0.696402	1.34916e-33	1.84085e-23	7.32905e-11	N/S
OG0000146	1.28652	3.80002e-28	1.84085e-23	2.06428e-05	N/S
OG0000146	2.60871	1.84081e-23	1.84085e-23	0.999979	*
OG0000147	0.0800864	1.60203e-64	2.73549e-26	5.85648e-39	N/S
OG0000147	0.328278	6.8584e-47	2.73549e-26	2.5072e-21	N/S
OG0000147	0.696402	1.86992e-38	2.73549e-26	6.8358e-13	N/S
OG0000147	1.28652	3.34394e-32	2.73549e-26	1.22243e-06	N/S
OG0000147	2.60871	2.73548e-26	2.73549e-26	0.999999	*
OG0000153	0.0800864	1.62156e-114	8.4956e-30	1.90871e-85	N/S
OG0000153	0.328278	3.33368e-74	8.4956e-30	3.92401e-45	N/S
OG0000153	0.696402	5.38682e-55	8.4956e-30	6.34072e-26	N/S
OG0000153	1.28652	1.31426e-41	8.4956e-30	1.54698e-12	N/S
